Hello! Here are the QC parameters Minimum area for a real peak: 40000. RT flexibility: 2.5 minutes. Blank can be this fraction of a sample: 3. S/N ratio: 4. Parts per million flexibility: 6. Processed on: 2024-05-03 16:49:49.235254. 
"","replicate_name","precursor_ion_name","retention_time","area","background","height","mass_error_ppm","flags","QC_area"
"29","211202_Smp_OBi1_7","(3-Carboxypropyl)trimethylammonium",9.81,1930711,0,152227,-4.1,"",1930711
"30","211202_Smp_OBi1_8","(3-Carboxypropyl)trimethylammonium",9.84,1682955,0,151790,-4.3,"",1682955
"31","211202_Smp_OBi1_9","(3-Carboxypropyl)trimethylammonium",9.84,1551067,0,131893,-3.1,"",1551067
"32","211202_Smp_OBi1small_1","(3-Carboxypropyl)trimethylammonium",9.83,384813,0,34120,-4.9,"",384813
"33","211202_Smp_OBi1small_3","(3-Carboxypropyl)trimethylammonium",9.81,323761,0,29635,-5,"",323761
"34","211202_Smp_OBi1small_5","(3-Carboxypropyl)trimethylammonium",9.75,323846,0,29510,-4.7,"",323846
"35","211202_Smp_OBi1small_7","(3-Carboxypropyl)trimethylammonium",9.77,344334,0,36505,-3,"",344334
"36","211202_Smp_RWi2_1","(3-Carboxypropyl)trimethylammonium",9.96,15141,0,3113,-4.6,"areamin_flag, blank_flag",NA
"37","211202_Smp_RWi2_2","(3-Carboxypropyl)trimethylammonium",10,14576,0,3503,-3.7,"areamin_flag, blank_flag",NA
"38","211202_Smp_RWi2_3","(3-Carboxypropyl)trimethylammonium",9.6,0,0,0,NA,"areamin_flag, blank_flag",NA
"39","211202_Smp_RWi2_4","(3-Carboxypropyl)trimethylammonium",10.08,8604,0,2573,-3.5,"areamin_flag, blank_flag",NA
"40","211202_Smp_RWi2_5","(3-Carboxypropyl)trimethylammonium",10.24,13983,0,2951,-3.1,"areamin_flag, blank_flag",NA
"41","211202_Smp_RWi2_6","(3-Carboxypropyl)trimethylammonium",10.09,29151,0,3833,-2.6,"areamin_flag, blank_flag",NA
"42","211202_Std_4uMStdsMix1InH2O_1","2,3-Pyridinedicarboxylic acid",11.61,48268932,0,1997599,-2.5,"",48268932
"43","211202_Std_4uMStdsMix1InH2O_2","2,3-Pyridinedicarboxylic acid",12.09,41924160,0,1937380,-1.8,"",41924160
"44","211202_Std_4uMStdsMix1InMatrix_1","2,3-Pyridinedicarboxylic acid",11.73,46563192,0,2745007,-2.6,"",46563192
"45","211202_Std_4uMStdsMix1InMatrix_2","2,3-Pyridinedicarboxylic acid",12.1,44063552,0,2855738,-1.9,"",44063552
"46","211202_Std_4uMStdsMix2InH2O_1","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"47","211202_Std_4uMStdsMix2InH2O_2","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"48","211202_Std_4uMStdsMix2InMatrix_1","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"49","211202_Std_4uMStdsMix2InMatrix_2","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"50","211202_Std_H2OinMatrix_1","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"51","211202_Std_H2OinMatrix_2","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"52","211202_Blk_BlankTube_1","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"53","211202_Blk_BlankTube_2","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"54","211202_Blk_BlankTube_3","2,3-Pyridinedicarboxylic acid",11.84,31761,0,4078,-2,"areamin_flag, blank_flag",NA
"55","211202_Poo_TruePooBacteria_DDApos20","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"56","211202_Poo_TruePooBacteria_DDApos35","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"57","211202_Poo_TruePooBacteria_DDApos50","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"58","211202_Poo_TruePooBacteria_Full1","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"59","211202_Poo_TruePooBacteria_Full2","2,3-Pyridinedicarboxylic acid",10,0,0,0,NA,"areamin_flag, blank_flag",NA
"60","211202_Poo_TruePooBacteria_Full3","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"61","211202_Poo_TruePooBacteria_Half1","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"62","211202_Poo_TruePooBacteria_Half2","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"63","211202_Poo_TruePooBacteria_Half3","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"64","211202_Smp_OBi1_1","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"65","211202_Smp_OBi1_2","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"66","211202_Smp_OBi1_3","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"67","211202_Smp_OBi1_4","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"68","211202_Smp_OBi1_5","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"69","211202_Smp_OBi1_6","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"70","211202_Smp_OBi1_7","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"71","211202_Smp_OBi1_8","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"72","211202_Smp_OBi1_9","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"73","211202_Smp_OBi1small_1","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"74","211202_Smp_OBi1small_3","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"75","211202_Smp_OBi1small_5","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"76","211202_Smp_OBi1small_7","2,3-Pyridinedicarboxylic acid",11.87,36423,0,5181,-2.2,"areamin_flag, blank_flag",NA
"77","211202_Smp_RWi2_1","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"78","211202_Smp_RWi2_2","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"79","211202_Smp_RWi2_3","2,3-Pyridinedicarboxylic acid",12.22,49874,0,5024,-0.1,"blank_flag",NA
"80","211202_Smp_RWi2_4","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"81","211202_Smp_RWi2_5","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"82","211202_Smp_RWi2_6","2,3-Pyridinedicarboxylic acid",NA,NA,NA,NA,NA,"",NA
"83","211202_Std_4uMStdsMix1InH2O_1","2-Heptyl-3-hydroxy-quinolone",1.74,20232460,518099,1528246,-1.9,"",20232460
"84","211202_Std_4uMStdsMix1InH2O_2","2-Heptyl-3-hydroxy-quinolone",1.76,22058522,338173,1515144,-0.6,"",22058522
"85","211202_Std_4uMStdsMix1InMatrix_1","2-Heptyl-3-hydroxy-quinolone",1.75,21116616,363866,1429684,-1.6,"",21116616
"86","211202_Std_4uMStdsMix1InMatrix_2","2-Heptyl-3-hydroxy-quinolone",1.75,18120138,258328,1272858,-0.9,"",18120138
"87","211202_Std_4uMStdsMix2InH2O_1","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"88","211202_Std_4uMStdsMix2InH2O_2","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"89","211202_Std_4uMStdsMix2InMatrix_1","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"90","211202_Std_4uMStdsMix2InMatrix_2","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"91","211202_Std_H2OinMatrix_1","2-Heptyl-3-hydroxy-quinolone",2.98,2335,0,2105,-11.5,"ppm_flag, areamin_flag, ",NA
"92","211202_Std_H2OinMatrix_2","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"93","211202_Blk_BlankTube_1","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"94","211202_Blk_BlankTube_2","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"95","211202_Blk_BlankTube_3","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"96","211202_Poo_TruePooBacteria_DDApos20","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"97","211202_Poo_TruePooBacteria_DDApos35","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"98","211202_Poo_TruePooBacteria_DDApos50","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"99","211202_Poo_TruePooBacteria_Full1","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"100","211202_Poo_TruePooBacteria_Full2","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"101","211202_Poo_TruePooBacteria_Full3","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"102","211202_Poo_TruePooBacteria_Half1","2-Heptyl-3-hydroxy-quinolone",2.23,2252,0,1399,-8.3,"ppm_flag, areamin_flag, ",NA
"103","211202_Poo_TruePooBacteria_Half2","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"104","211202_Poo_TruePooBacteria_Half3","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"105","211202_Smp_OBi1_1","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"106","211202_Smp_OBi1_2","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"107","211202_Smp_OBi1_3","2-Heptyl-3-hydroxy-quinolone",3.02,2828,0,2328,-2,"areamin_flag, ",NA
"108","211202_Smp_OBi1_4","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"109","211202_Smp_OBi1_5","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"110","211202_Smp_OBi1_6","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"111","211202_Smp_OBi1_7","2-Heptyl-3-hydroxy-quinolone",3.1,2855,0,1609,-7.7,"ppm_flag, areamin_flag, ",NA
"112","211202_Smp_OBi1_8","2-Heptyl-3-hydroxy-quinolone",2.05,2304,0,1535,-3.6,"areamin_flag, ",NA
"113","211202_Smp_OBi1_9","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"114","211202_Smp_OBi1small_1","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"115","211202_Smp_OBi1small_3","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"116","211202_Smp_OBi1small_5","2-Heptyl-3-hydroxy-quinolone",2.56,2298,0,1947,-1.4,"areamin_flag, ",NA
"117","211202_Smp_OBi1small_7","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"118","211202_Smp_RWi2_1","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"119","211202_Smp_RWi2_2","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"120","211202_Smp_RWi2_3","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"121","211202_Smp_RWi2_4","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"122","211202_Smp_RWi2_5","2-Heptyl-3-hydroxy-quinolone",3.1,5401,0,2909,-8.9,"ppm_flag, areamin_flag, ",NA
"123","211202_Smp_RWi2_6","2-Heptyl-3-hydroxy-quinolone",NA,NA,NA,NA,NA,"",NA
"124","211202_Std_4uMStdsMix1InH2O_1","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"125","211202_Std_4uMStdsMix1InH2O_2","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"126","211202_Std_4uMStdsMix1InMatrix_1","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"127","211202_Std_4uMStdsMix1InMatrix_2","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"128","211202_Std_4uMStdsMix2InH2O_1","2-O-alpha-D-Glucosylglycerol",9.85,1126432,0,88067,-1.7,"",1126432
"129","211202_Std_4uMStdsMix2InH2O_2","2-O-alpha-D-Glucosylglycerol",9.85,1402991,0,99949,-0.4,"",1402991
"130","211202_Std_4uMStdsMix2InMatrix_1","2-O-alpha-D-Glucosylglycerol",9.87,745670,0,66678,-2.1,"",745670
"131","211202_Std_4uMStdsMix2InMatrix_2","2-O-alpha-D-Glucosylglycerol",9.88,1240065,0,102219,-0.5,"",1240065
"132","211202_Std_H2OinMatrix_1","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"133","211202_Std_H2OinMatrix_2","2-O-alpha-D-Glucosylglycerol",10.33,3335,0,2977,1.1,"areamin_flag, ",NA
"134","211202_Blk_BlankTube_1","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"135","211202_Blk_BlankTube_2","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"136","211202_Blk_BlankTube_3","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"137","211202_Poo_TruePooBacteria_DDApos20","2-O-alpha-D-Glucosylglycerol",9.94,872,0,3038,-0.1,"areamin_flag, ",NA
"138","211202_Poo_TruePooBacteria_DDApos35","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"139","211202_Poo_TruePooBacteria_DDApos50","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"140","211202_Poo_TruePooBacteria_Full1","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"141","211202_Poo_TruePooBacteria_Full2","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"142","211202_Poo_TruePooBacteria_Full3","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"143","211202_Poo_TruePooBacteria_Half1","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"144","211202_Poo_TruePooBacteria_Half2","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"145","211202_Poo_TruePooBacteria_Half3","2-O-alpha-D-Glucosylglycerol",10.17,2674,0,2404,12.2,"ppm_flag, areamin_flag, ",NA
"146","211202_Smp_OBi1_1","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"147","211202_Smp_OBi1_2","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"148","211202_Smp_OBi1_3","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"149","211202_Smp_OBi1_4","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"150","211202_Smp_OBi1_5","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"151","211202_Smp_OBi1_6","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"152","211202_Smp_OBi1_7","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"153","211202_Smp_OBi1_8","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"154","211202_Smp_OBi1_9","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"155","211202_Smp_OBi1small_1","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"156","211202_Smp_OBi1small_3","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"157","211202_Smp_OBi1small_5","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"158","211202_Smp_OBi1small_7","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"159","211202_Smp_RWi2_1","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"160","211202_Smp_RWi2_2","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"161","211202_Smp_RWi2_3","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"162","211202_Smp_RWi2_4","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"163","211202_Smp_RWi2_5","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"164","211202_Smp_RWi2_6","2-O-alpha-D-Glucosylglycerol",NA,NA,NA,NA,NA,"",NA
"165","211202_Std_4uMStdsMix1InH2O_1","4-Aminobutyric acid",11.51,202132784,49252720,12388125,-2,"",202132784
"166","211202_Std_4uMStdsMix1InH2O_2","4-Aminobutyric acid",11.43,234902800,50031556,13838773,-0.9,"",234902800
"167","211202_Std_4uMStdsMix1InMatrix_1","4-Aminobutyric acid",11.52,219972384,54171276,15654678,-1.8,"",219972384
"168","211202_Std_4uMStdsMix1InMatrix_2","4-Aminobutyric acid",11.46,279995104,43893516,19621420,-0.7,"",279995104
"169","211202_Std_4uMStdsMix2InH2O_1","4-Aminobutyric acid",11.12,7662660,28616866,465621,-1.9,"sn_flag, blank_flag",NA
"170","211202_Std_4uMStdsMix2InH2O_2","4-Aminobutyric acid",10.82,8373644,29839112,576664,-0.3,"sn_flag, blank_flag",NA
"171","211202_Std_4uMStdsMix2InMatrix_1","4-Aminobutyric acid",11.54,27546056,54381364,1919849,-1.6,"sn_flag, blank_flag",NA
"172","211202_Std_4uMStdsMix2InMatrix_2","4-Aminobutyric acid",11.45,34266720,30718888,2232963,-0.4,"sn_flag, blank_flag",NA
"173","211202_Std_H2OinMatrix_1","4-Aminobutyric acid",11.51,33580148,64463364,1994558,-1.3,"sn_flag, blank_flag",NA
"174","211202_Std_H2OinMatrix_2","4-Aminobutyric acid",11.45,39677316,35253680,2530258,-0.8,"sn_flag, ",NA
"175","211202_Blk_BlankTube_1","4-Aminobutyric acid",11.15,12568737,34988584,594949,-1.5,"sn_flag, blank_flag",NA
"176","211202_Blk_BlankTube_2","4-Aminobutyric acid",11.02,12137131,33676948,573907,-1.2,"sn_flag, blank_flag",NA
"177","211202_Blk_BlankTube_3","4-Aminobutyric acid",11.14,9879700,34775036,406404,-1.9,"sn_flag, blank_flag",NA
"178","211202_Poo_TruePooBacteria_DDApos20","4-Aminobutyric acid",11.5,28426838,18395412,2060193,-0.4,"sn_flag, blank_flag",NA
"179","211202_Poo_TruePooBacteria_DDApos35","4-Aminobutyric acid",11.45,34523000,22154818,2462666,-1.4,"sn_flag, blank_flag",NA
"180","211202_Poo_TruePooBacteria_DDApos50","4-Aminobutyric acid",11.46,33932140,20160544,2405576,-1.1,"sn_flag, blank_flag",NA
"181","211202_Poo_TruePooBacteria_Full1","4-Aminobutyric acid",11.56,54619800,43592604,3465978,-1.5,"sn_flag, ",NA
"182","211202_Poo_TruePooBacteria_Full2","4-Aminobutyric acid",11.49,45541596,41029816,3378670,-1.8,"sn_flag, ",NA
"183","211202_Poo_TruePooBacteria_Full3","4-Aminobutyric acid",11.49,45704288,33410744,3402635,-0.5,"sn_flag, ",NA
"184","211202_Poo_TruePooBacteria_Half1","4-Aminobutyric acid",11.52,33673380,39344420,1973597,-1.6,"sn_flag, blank_flag",NA
"185","211202_Poo_TruePooBacteria_Half2","4-Aminobutyric acid",11.48,25834732,29944770,1913634,-1.6,"sn_flag, blank_flag",NA
"186","211202_Poo_TruePooBacteria_Half3","4-Aminobutyric acid",11.51,24814208,33248338,1744144,-0.2,"sn_flag, blank_flag",NA
"187","211202_Smp_OBi1_1","4-Aminobutyric acid",11.51,113204328,23568880,8427048,-1.8,"",113204328
"188","211202_Smp_OBi1_2","4-Aminobutyric acid",11.52,94160632,34702272,7414756,-0.1,"sn_flag, ",NA
"189","211202_Smp_OBi1_3","4-Aminobutyric acid",11.53,112427376,25488312,7676132,-1.4,"",112427376
"190","211202_Smp_OBi1_4","4-Aminobutyric acid",11.51,42108716,35552056,2980999,-1.9,"sn_flag, ",NA
"191","211202_Smp_OBi1_5","4-Aminobutyric acid",11.51,38216248,33276284,2494515,-2.1,"sn_flag, ",NA
"192","211202_Smp_OBi1_6","4-Aminobutyric acid",11.54,26618724,33830568,1840331,-0.6,"sn_flag, blank_flag",NA
"193","211202_Smp_OBi1_7","4-Aminobutyric acid",11.53,87819296,30190182,6426463,-1.4,"sn_flag, ",NA
"194","211202_Smp_OBi1_8","4-Aminobutyric acid",11.5,92879936,33749408,6170293,-1.6,"sn_flag, ",NA
"195","211202_Smp_OBi1_9","4-Aminobutyric acid",11.52,104581720,42771780,7924894,-0.4,"sn_flag, ",NA
"196","211202_Smp_OBi1small_1","4-Aminobutyric acid",11.53,27184084,43528004,1261052,-1.5,"sn_flag, blank_flag",NA
"197","211202_Smp_OBi1small_3","4-Aminobutyric acid",11.55,40968544,32008236,2542011,-1.5,"sn_flag, ",NA
"198","211202_Smp_OBi1small_5","4-Aminobutyric acid",11.52,28549454,32900844,1945289,-2.6,"sn_flag, blank_flag",NA
"199","211202_Smp_OBi1small_7","4-Aminobutyric acid",11.5,31629310,35820112,2117908,-1.8,"sn_flag, blank_flag",NA
"200","211202_Smp_RWi2_1","4-Aminobutyric acid",11.19,755403,29171838,147019,-2,"sn_flag, blank_flag",NA
"201","211202_Smp_RWi2_2","4-Aminobutyric acid",11.6,3872157,23313856,275146,-1.4,"sn_flag, blank_flag",NA
"202","211202_Smp_RWi2_3","4-Aminobutyric acid",11.59,7974886,23256682,408634,-0.3,"sn_flag, blank_flag",NA
"203","211202_Smp_RWi2_4","4-Aminobutyric acid",11.57,2921005,16603017,242783,-1.9,"sn_flag, blank_flag",NA
"204","211202_Smp_RWi2_5","4-Aminobutyric acid",11.45,3500544,23901940,285228,-1.1,"sn_flag, blank_flag",NA
"205","211202_Smp_RWi2_6","4-Aminobutyric acid",11.5,3968409,23450430,276121,-1.1,"sn_flag, blank_flag",NA
"206","211202_Std_4uMStdsMix1InH2O_1","5-Hydroxyectoine",11.79,58455980,847829,3725648,-3.3,"",58455980
"207","211202_Std_4uMStdsMix1InH2O_2","5-Hydroxyectoine",11.63,45994340,489088,2534469,-2,"",45994340
"208","211202_Std_4uMStdsMix1InMatrix_1","5-Hydroxyectoine",11,2269785856,33182764,173157456,-4.4,"",2269785856
"209","211202_Std_4uMStdsMix1InMatrix_2","5-Hydroxyectoine",11.01,2097566720,19435772,144344192,-2.8,"",2097566720
"210","211202_Std_4uMStdsMix2InH2O_1","5-Hydroxyectoine",11,111739304,3067080,8667127,-3.5,"",111739304
"211","211202_Std_4uMStdsMix2InH2O_2","5-Hydroxyectoine",10.99,116099080,3279324,9273325,-2,"",116099080
"212","211202_Std_4uMStdsMix2InMatrix_1","5-Hydroxyectoine",11.02,2112733440,26784116,149621392,-4.2,"",2112733440
"213","211202_Std_4uMStdsMix2InMatrix_2","5-Hydroxyectoine",11,2242801920,21202230,165896864,-3.3,"",2242801920
"214","211202_Std_H2OinMatrix_1","5-Hydroxyectoine",11.01,2113604480,16583475,155057248,-4.1,"",2113604480
