mass_feature,FinalBMIS,Orig_RSD,FinalRSD,replicate_name,runDate,type,samp_id,replicate,area,date,QC_area,fraction,adjusted_area,blk_lod
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_SupernatBlk_1,220302,Smp,SupernatBlk,1,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_SupernatBlk_2,220302,Smp,SupernatBlk,2,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_SupernatBlk_3,220302,Smp,SupernatBlk,3,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_SWBlk_1,220302,Smp,SWBlk,1,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_SWBlk_2,220302,Smp,SWBlk,2,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_SWBlk_3,220302,Smp,SWBlk,3,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1_1,220302,Smp,OBi1,1,121288,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1_2,220302,Smp,OBi1,2,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1_3,220302,Smp,OBi1,3,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1_4,220302,Smp,OBi1,4,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1_5,220302,Smp,OBi1,5,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1_6,220302,Smp,OBi1,6,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1_7,220302,Smp,OBi1,7,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1_8,220302,Smp,OBi1,8,37054,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1_9,220302,Smp,OBi1,9,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1small_1,220302,Smp,OBi1small,1,118267,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1small_2,220302,Smp,OBi1small,2,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1small_3,220302,Smp,OBi1small,3,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_OBi1small_4,220302,Smp,OBi1small,4,91535,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_RWi2_1,220302,Smp,RWi2,1,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_RWi2_2,220302,Smp,RWi2,2,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_RWi2_3,220302,Smp,RWi2,3,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_RWi2_4,220302,Smp,RWi2,4,106003,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_RWi2_5,220302,Smp,RWi2,5,NA,220302,NA,HILICNeg,NA,NA
"2,5-Dihydroxybenzoic acid",Inj_vol,0.05422268582755509,0.05422268582755509,220302_Smp_RWi2_6,220302,Smp,RWi2,6,NA,220302,NA,HILICNeg,NA,NA
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Poo_TruePooBacteria_Full1,220302,Poo,TruePooBacteria,Full1,123820440,220302,123820440,HILICPos,123820440,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Poo_TruePooBacteria_Full2,220302,Poo,TruePooBacteria,Full2,133587008,220302,133587008,HILICPos,133587008,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Poo_TruePooBacteria_Full3,220302,Poo,TruePooBacteria,Full3,134820064,220302,134820064,HILICPos,134820064,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Poo_TruePooBacteria_Half1,220302,Poo,TruePooBacteria,Half1,61705648,220302,61705648,HILICPos,123411296,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Poo_TruePooBacteria_Half2,220302,Poo,TruePooBacteria,Half2,66746144,220302,66746144,HILICPos,133492288,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Poo_TruePooBacteria_Half3,220302,Poo,TruePooBacteria,Half3,72734920,220302,72734920,HILICPos,145469840,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_MQBlk1_A,220302,Smp,MQBlk1,A,1736341,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_MQBlk1_B,220302,Smp,MQBlk1,B,395511,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_MQBlk1_C,220302,Smp,MQBlk1,C,5800130,220302,5800130,HILICPos,5800130,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_MQBlk2_A,220302,Smp,MQBlk2,A,284323,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_MQBlk2_B,220302,Smp,MQBlk2,B,1687521,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_MQBlk2_C,220302,Smp,MQBlk2,C,2424433,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_MQBlk3_A,220302,Smp,MQBlk3,A,112023,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_MQBlk3_B,220302,Smp,MQBlk3,B,2065324,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_MQBlk3_C,220302,Smp,MQBlk3,C,168140,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_SupernatBlk_1,220302,Smp,SupernatBlk,1,1020791,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_SupernatBlk_2,220302,Smp,SupernatBlk,2,1414300,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_SupernatBlk_3,220302,Smp,SupernatBlk,3,581455,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_SWBlk_1,220302,Smp,SWBlk,1,1171085,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_SWBlk_2,220302,Smp,SWBlk,2,624692,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_SWBlk_3,220302,Smp,SWBlk,3,930536,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1_1,220302,Smp,OBi1,1,270862496,220302,270862496,HILICPos,270862496,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1_2,220302,Smp,OBi1,2,309235040,220302,309235040,HILICPos,309235040,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1_3,220302,Smp,OBi1,3,314322368,220302,314322368,HILICPos,314322368,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1_4,220302,Smp,OBi1,4,361343520,220302,361343520,HILICPos,361343520,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1_5,220302,Smp,OBi1,5,365248128,220302,365248128,HILICPos,365248128,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1_6,220302,Smp,OBi1,6,350087360,220302,350087360,HILICPos,350087360,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1_7,220302,Smp,OBi1,7,289634112,220302,289634112,HILICPos,289634112,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1_8,220302,Smp,OBi1,8,299466720,220302,299466720,HILICPos,299466720,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1_9,220302,Smp,OBi1,9,592683520,220302,592683520,HILICPos,592683520,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1small_1,220302,Smp,OBi1small,1,19121092,220302,19121092,HILICPos,19121092,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1small_2,220302,Smp,OBi1small,2,39163212,220302,39163212,HILICPos,39163212,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1small_3,220302,Smp,OBi1small,3,24304094,220302,24304094,HILICPos,24304094,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_OBi1small_4,220302,Smp,OBi1small,4,31514732,220302,31514732,HILICPos,31514732,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_RWi2_1,220302,Smp,RWi2,1,199403,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_RWi2_2,220302,Smp,RWi2,2,637574,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_RWi2_3,220302,Smp,RWi2,3,368529,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_RWi2_4,220302,Smp,RWi2,4,416877,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_RWi2_5,220302,Smp,RWi2,5,2062974,220302,NA,HILICPos,NA,3542609.1187244263
5-Hydroxyectoine,Inj_vol,0.06168523757913546,0.06168523757913546,220302_Smp_RWi2_6,220302,Smp,RWi2,6,2327922,220302,NA,HILICPos,NA,3542609.1187244263
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Poo_TruePooBacteria_Full1,220302,Poo,TruePooBacteria,Full1,142730,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Poo_TruePooBacteria_Full2,220302,Poo,TruePooBacteria,Full2,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Poo_TruePooBacteria_Full3,220302,Poo,TruePooBacteria,Full3,134700,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Poo_TruePooBacteria_Half1,220302,Poo,TruePooBacteria,Half1,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Poo_TruePooBacteria_Half2,220302,Poo,TruePooBacteria,Half2,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Poo_TruePooBacteria_Half3,220302,Poo,TruePooBacteria,Half3,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_MQBlk1_A,220302,Smp,MQBlk1,A,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_MQBlk1_B,220302,Smp,MQBlk1,B,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_MQBlk1_C,220302,Smp,MQBlk1,C,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_MQBlk2_A,220302,Smp,MQBlk2,A,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_MQBlk2_B,220302,Smp,MQBlk2,B,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_MQBlk2_C,220302,Smp,MQBlk2,C,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_MQBlk3_A,220302,Smp,MQBlk3,A,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_MQBlk3_B,220302,Smp,MQBlk3,B,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_MQBlk3_C,220302,Smp,MQBlk3,C,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_SupernatBlk_1,220302,Smp,SupernatBlk,1,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_SupernatBlk_2,220302,Smp,SupernatBlk,2,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_SupernatBlk_3,220302,Smp,SupernatBlk,3,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_SWBlk_1,220302,Smp,SWBlk,1,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_SWBlk_2,220302,Smp,SWBlk,2,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_SWBlk_3,220302,Smp,SWBlk,3,41127,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1_1,220302,Smp,OBi1,1,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1_2,220302,Smp,OBi1,2,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1_3,220302,Smp,OBi1,3,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1_4,220302,Smp,OBi1,4,75897,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1_5,220302,Smp,OBi1,5,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1_6,220302,Smp,OBi1,6,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1_7,220302,Smp,OBi1,7,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1_8,220302,Smp,OBi1,8,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1_9,220302,Smp,OBi1,9,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1small_1,220302,Smp,OBi1small,1,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1small_2,220302,Smp,OBi1small,2,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1small_3,220302,Smp,OBi1small,3,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_OBi1small_4,220302,Smp,OBi1small,4,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_RWi2_1,220302,Smp,RWi2,1,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_RWi2_2,220302,Smp,RWi2,2,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_RWi2_3,220302,Smp,RWi2,3,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_RWi2_4,220302,Smp,RWi2,4,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_RWi2_5,220302,Smp,RWi2,5,NA,220302,NA,HILICNeg,NA,NA
Allantoin,Inj_vol,0.04093333419549419,0.04093333419549419,220302_Smp_RWi2_6,220302,Smp,RWi2,6,NA,220302,NA,HILICNeg,NA,NA
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Poo_TruePooBacteria_Full1,220302,Poo,TruePooBacteria,Full1,1942169216,220302,1942169216,HILICPos,1942169216,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Poo_TruePooBacteria_Full2,220302,Poo,TruePooBacteria,Full2,2134831872,220302,2134831872,HILICPos,2134831872,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Poo_TruePooBacteria_Full3,220302,Poo,TruePooBacteria,Full3,1839417600,220302,1839417600,HILICPos,1839417600,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Poo_TruePooBacteria_Half1,220302,Poo,TruePooBacteria,Half1,922113216,220302,922113216,HILICPos,1844226432,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Poo_TruePooBacteria_Half2,220302,Poo,TruePooBacteria,Half2,1014117184,220302,1014117184,HILICPos,2028234368,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Poo_TruePooBacteria_Half3,220302,Poo,TruePooBacteria,Half3,958149824,220302,958149824,HILICPos,1916299648,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_MQBlk1_A,220302,Smp,MQBlk1,A,4807895,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_MQBlk1_B,220302,Smp,MQBlk1,B,2945490,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_MQBlk1_C,220302,Smp,MQBlk1,C,19835418,220302,19835418,HILICPos,19835418,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_MQBlk2_A,220302,Smp,MQBlk2,A,3961887,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_MQBlk2_B,220302,Smp,MQBlk2,B,1148747,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_MQBlk2_C,220302,Smp,MQBlk2,C,3783102,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_MQBlk3_A,220302,Smp,MQBlk3,A,2950888,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_MQBlk3_B,220302,Smp,MQBlk3,B,3839018,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_MQBlk3_C,220302,Smp,MQBlk3,C,2728742,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_SupernatBlk_1,220302,Smp,SupernatBlk,1,3865167,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_SupernatBlk_2,220302,Smp,SupernatBlk,2,2289570,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_SupernatBlk_3,220302,Smp,SupernatBlk,3,1454136,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_SWBlk_1,220302,Smp,SWBlk,1,3949405,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_SWBlk_2,220302,Smp,SWBlk,2,2234185,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_SWBlk_3,220302,Smp,SWBlk,3,1703522,220302,NA,HILICPos,NA,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_OBi1_1,220302,Smp,OBi1,1,4245294080,220302,4245294080,HILICPos,4245294080,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_OBi1_2,220302,Smp,OBi1,2,5377144320,220302,5377144320,HILICPos,5377144320,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_OBi1_3,220302,Smp,OBi1,3,6080292352,220302,6080292352,HILICPos,6080292352,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_OBi1_4,220302,Smp,OBi1,4,1071968320,220302,1071968320,HILICPos,1071968320,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_OBi1_5,220302,Smp,OBi1,5,1031413312,220302,1031413312,HILICPos,1031413312,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_OBi1_6,220302,Smp,OBi1,6,948002752,220302,948002752,HILICPos,948002752,11068142.247584429
Ectoine,Inj_vol,0.05839632159707739,0.05839632159707739,220302_Smp_OBi1_7,220302,Smp,OBi1,7,2681739776,220302,2681739776,HILICPos,2681739776,11068142.247584429
