Hello! Here are the QC parameters Minimum area for a real peak: 40000.  minutes. Blank can be this fraction of a sample: 2. S/N ratio: 3. Parts per million flexibility: 6. Processed on: 2024-05-02 15:47:10.365267. 
"","molecule_list_name","replicate_name","precursor_ion_name","retention_time","area","background","height","mass_error_ppm","molecule_list","flags","QC_area"
"26","Neg_Standards","240304_Smp_Gluc_16_C","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"27","Neg_Standards","240304_Smp_Hom_16_A","unknown_C6H9NO4_neg",3.6,63896228,0,1631105,-1.7,"Neg_Standards","",63896228
"28","Neg_Standards","240304_Smp_Hom_16_B","unknown_C6H9NO4_neg",3.74,60869292,0,1645066,-1.6,"Neg_Standards","",60869292
"29","Neg_Standards","240304_Smp_Hom_16_C","unknown_C6H9NO4_neg",3.66,32102616,0,899373,-1.6,"Neg_Standards","",32102616
"30","Neg_Standards","240304_Smp_WT_BLK_Gluc_C","unknown_C6H9NO4_neg",2.89,1518037,0,85401,2.9,"Neg_Standards","",1518037
"31","Neg_Standards","240304_Smp_WT_BLK_Hom_A","unknown_C6H9NO4_neg",3.78,22653796,0,653239,-2,"Neg_Standards","",22653796
"32","Neg_Standards","240304_Smp_WT_BLK_Hom_B","unknown_C6H9NO4_neg",3.64,24791760,0,681500,-1.2,"Neg_Standards","",24791760
"33","Neg_Standards","240304_Smp_WT_BLK_Mix_A","unknown_C6H9NO4_neg",3.62,22527478,0,603710,-1.2,"Neg_Standards","",22527478
"34","Neg_Standards","240304_Smp_WT_Gluc_A","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"35","Neg_Standards","240304_Smp_WT_Gluc_B","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"36","Neg_Standards","240304_Smp_WT_Gluc_C","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"37","Neg_Standards","240304_Smp_WT_Hom_A","unknown_C6H9NO4_neg",3.77,50190140,0,1409258,-1.4,"Neg_Standards","",50190140
"38","Neg_Standards","240304_Smp_WT_Hom_B","unknown_C6H9NO4_neg",3.52,67352856,0,1692746,-1.3,"Neg_Standards","",67352856
"39","Neg_Standards","240304_Smp_WT_Hom_C","unknown_C6H9NO4_neg",3.78,70612288,0,1878731,-1.3,"Neg_Standards","",70612288
"40","Neg_Standards","240304_Smp_WT_Mix_A","unknown_C6H9NO4_neg",3.67,184623648,0,4562523,-1.5,"Neg_Standards","",184623648
"41","Neg_Standards","240304_Smp_WT_Mix_B","unknown_C6H9NO4_neg",3.71,174661728,0,4365744,-1.5,"Neg_Standards","",174661728
"42","Neg_Standards","240304_Smp_WT_Mix_C","unknown_C6H9NO4_neg",3.49,186651680,0,4621887,-1,"Neg_Standards","",186651680
"43","Neg_Standards","240327_Std_4uMStdsMix1InH2O_1","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"44","Neg_Standards","240327_Std_4uMStdsMix1InH2O_2","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"45","Neg_Standards","240327_Std_4uMStdsMix1InMatrix_1","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"46","Neg_Standards","240327_Std_4uMStdsMix1InMatrix_2","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"47","Neg_Standards","240327_Std_4uMStdsMix2InH2O_1","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"48","Neg_Standards","240327_Std_4uMStdsMix2InH2O_2","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"49","Neg_Standards","240327_Std_4uMStdsMix2InMatrix_1","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"50","Neg_Standards","240327_Std_4uMStdsMix2InMatrix_2","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"51","Neg_Standards","240327_Std_H2OinMatrix_1","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"52","Neg_Standards","240327_Std_H2OinMatrix_2","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"53","Neg_Standards","240327_Poo_EpicFate-CXSPE_Full1","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"54","Neg_Standards","240327_Poo_EpicFate-CXSPE_Full2","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"55","Neg_Standards","240327_Poo_EpicFate-CXSPE_Full3","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"56","Neg_Standards","240327_Poo_EpicFate-CXSPE_Half1","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"57","Neg_Standards","240327_Poo_EpicFate-CXSPE_Half2","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"58","Neg_Standards","240327_Poo_EpicFate-CXSPE_Half3","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"59","Neg_Standards","240327_Smp_ASW_A","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"60","Neg_Standards","240327_Smp_ASW_B","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"61","Neg_Standards","240327_Smp_ASW_C","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"62","Neg_Standards","240327_Smp_Ctrl_A1","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"63","Neg_Standards","240327_Smp_Ctrl_A2","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"64","Neg_Standards","240327_Smp_Ctrl_B1","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"65","Neg_Standards","240327_Smp_Ctrl_B2","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"66","Neg_Standards","240327_Smp_Ctrl_B3","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"67","Neg_Standards","240327_Smp_Ctrl_C1","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"68","Neg_Standards","240327_Smp_Ctrl_C2","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"69","Neg_Standards","240327_Smp_Ctrl_C3","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"70","Neg_Standards","240327_Smp_Gluc_16_A","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"71","Neg_Standards","240327_Smp_Gluc_16_B","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"72","Neg_Standards","240327_Smp_Gluc_16_C","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"73","Neg_Standards","240327_Smp_Hom_16_A","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"74","Neg_Standards","240327_Smp_Hom_16_B","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"75","Neg_Standards","240327_Smp_Hom_16_C","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"76","Neg_Standards","240327_Smp_MQBlk1_A","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"77","Neg_Standards","240327_Smp_MQBlk1_B","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"78","Neg_Standards","240327_Smp_MQBlk1_C","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"79","Neg_Standards","240327_Smp_MQBlk2_A","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"80","Neg_Standards","240327_Smp_MQBlk2_B","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"81","Neg_Standards","240327_Smp_MQBlk2_C","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"82","Neg_Standards","240327_Smp_MQBlk3_A","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"83","Neg_Standards","240327_Smp_MQBlk3_B","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"84","Neg_Standards","240327_Smp_MQBlk3_C","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"85","Neg_Standards","240327_Smp_MQBlk4_A","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"86","Neg_Standards","240327_Smp_MQBlk4_B","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"87","Neg_Standards","240327_Smp_MQBlk4_C","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"88","Neg_Standards","240327_Smp_WT_Gluc_A","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"89","Neg_Standards","240327_Smp_WT_Gluc_B","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"90","Neg_Standards","240327_Smp_WT_Gluc_C","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"91","Neg_Standards","240327_Smp_WT_Hom_A","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"92","Neg_Standards","240327_Smp_WT_Hom_B","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"93","Neg_Standards","240327_Smp_WT_Hom_C","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"94","Neg_Standards","240327_Smp_WT_Mix_A","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"95","Neg_Standards","240327_Smp_WT_Mix_B","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"96","Neg_Standards","240327_Smp_WT_Mix_C","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"97","Neg_Standards","240108_Std_4uMStdsMix1InH2O_1","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"98","Neg_Standards","240108_Std_4uMStdsMix1InH2O_2","unknown_C6H9NO4_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"99","Neg_Standards","240108_Std_4uMStdsMix1InMatrix_1","unknown_C6H9NO4_neg",3.49,374554,548235,90436,4.7,"Neg_Standards","sn_flag, ",NA
"100","Neg_Standards","240108_Std_4uMStdsMix1InMatrix_2","unknown_C6H9NO4_neg",3.4,1893382,0,192881,4,"Neg_Standards","",1893382
"101","Neg_Standards","240108_Std_4uMStdsMix2InH2O_1","unknown_C6H9NO4_neg",3.35,959956,654297,100149,4.8,"Neg_Standards","sn_flag, ",NA
"102","Neg_Standards","240108_Std_4uMStdsMix2InH2O_2","unknown_C6H9NO4_neg",3.51,1925813,0,213927,4.2,"Neg_Standards","",1925813
"103","Neg_Standards","240108_Std_4uMStdsMix2InMatrix_1","unknown_C6H9NO4_neg",3.49,512531,649324,76431,5.1,"Neg_Standards","sn_flag, ",NA
"104","Neg_Standards","240108_Std_4uMStdsMix2InMatrix_2","unknown_C6H9NO4_neg",3.59,2174703,0,671952,4.5,"Neg_Standards","",2174703
"105","Neg_Standards","240108_Std_H2OinMatrix_1","unknown_C6H9NO4_neg",3.45,1392452,360372,128469,4.9,"Neg_Standards","",1392452
"106","Neg_Standards","240108_Std_H2OinMatrix_2","unknown_C6H9NO4_neg",3.45,859081,0,174028,4.5,"Neg_Standards","",859081
"107","Neg_Standards","240108_Poo_MutantFate_Full1","unknown_C6H9NO4_neg",3.45,339540,451038,79678,4.5,"Neg_Standards","sn_flag, ",NA
"108","Neg_Standards","240108_Poo_MutantFate_Full2","unknown_C6H9NO4_neg",3.57,688507,826696,218071,3.8,"Neg_Standards","sn_flag, ",NA
"109","Neg_Standards","240108_Poo_MutantFate_Full3","unknown_C6H9NO4_neg",3.28,1873328,0,208780,3.8,"Neg_Standards","",1873328
"110","Neg_Standards","240108_Poo_MutantFate_Half1","unknown_C6H9NO4_neg",3.52,405703,559838,59268,4.5,"Neg_Standards","sn_flag, ",NA
"111","Neg_Standards","240108_Poo_MutantFate_Half2","unknown_C6H9NO4_neg",3.47,2358296,1356493,482308,4,"Neg_Standards","sn_flag, ",NA
"112","Neg_Standards","240108_Poo_MutantFate_Half3","unknown_C6H9NO4_neg",3.45,620272,0,133769,3,"Neg_Standards","",620272
"113","Neg_Standards","240108_Smp_M1_T1A","unknown_C6H9NO4_neg",3.54,846299,780005,161908,4.1,"Neg_Standards","sn_flag, ",NA
"114","Neg_Standards","240108_Smp_M1_T1B","unknown_C6H9NO4_neg",3.6,807407,298601,115471,2.6,"Neg_Standards","sn_flag, ",NA
"115","Neg_Standards","240108_Smp_M1_T1C","unknown_C6H9NO4_neg",3.52,769452,1369817,238705,4,"Neg_Standards","sn_flag, ",NA
"116","Neg_Standards","240108_Smp_M1_T2A","unknown_C6H9NO4_neg",3.54,704921,769038,105185,4.2,"Neg_Standards","sn_flag, ",NA
"117","Neg_Standards","240108_Smp_M1_T2B","unknown_C6H9NO4_neg",3.4,1116191,581426,245874,3.6,"Neg_Standards","sn_flag, ",NA
"118","Neg_Standards","240108_Smp_M1_T2C","unknown_C6H9NO4_neg",3.49,2313691,1966956,212843,4.2,"Neg_Standards","sn_flag, ",NA
"119","Neg_Standards","240108_Smp_M2_T1A","unknown_C6H9NO4_neg",3.5,1114865,1689781,238348,4.2,"Neg_Standards","sn_flag, ",NA
"120","Neg_Standards","240108_Smp_M2_T1B","unknown_C6H9NO4_neg",3.38,2412523,2223818,305596,4.4,"Neg_Standards","sn_flag, ",NA
"121","Neg_Standards","240108_Smp_M2_T1C","unknown_C6H9NO4_neg",3.31,3390193,2700037,273521,4.3,"Neg_Standards","sn_flag, ",NA
"122","Neg_Standards","240108_Smp_M2_T2A","unknown_C6H9NO4_neg",3.64,1434310,1761071,211190,4,"Neg_Standards","sn_flag, ",NA
"123","Neg_Standards","240108_Smp_M2_T2B","unknown_C6H9NO4_neg",3.59,1787288,3250818,289403,4.1,"Neg_Standards","sn_flag, ",NA
"124","Neg_Standards","240108_Smp_M2_T2C","unknown_C6H9NO4_neg",3.49,1636658,1118238,269288,4.7,"Neg_Standards","sn_flag, ",NA
"125","Neg_Standards","240108_Smp_M3_T1A","unknown_C6H9NO4_neg",3.54,1166622,2808971,232750,4.1,"Neg_Standards","sn_flag, ",NA
"126","Neg_Standards","240108_Smp_M3_T1B","unknown_C6H9NO4_neg",3.33,2647448,240578,243604,4,"Neg_Standards","",2647448
"127","Neg_Standards","240108_Smp_M3_T1C","unknown_C6H9NO4_neg",3.47,1891587,1658335,194177,4.1,"Neg_Standards","sn_flag, ",NA
"128","Neg_Standards","240108_Smp_M3_T2A","unknown_C6H9NO4_neg",3.6,318018,1666866,68535,4.2,"Neg_Standards","sn_flag, ",NA
"129","Neg_Standards","240108_Smp_M3_T2B","unknown_C6H9NO4_neg",3.48,953925,0,190393,3.8,"Neg_Standards","",953925
"130","Neg_Standards","240108_Smp_M3_T2C","unknown_C6H9NO4_neg",3.5,1009609,751734,206072,4.3,"Neg_Standards","sn_flag, ",NA
"131","Neg_Standards","240108_Smp_M4_T1A","unknown_C6H9NO4_neg",3.36,671339,4617017,127364,5,"Neg_Standards","sn_flag, ",NA
"132","Neg_Standards","240108_Smp_M4_T1B","unknown_C6H9NO4_neg",3.42,1733489,1616575,178376,4.2,"Neg_Standards","sn_flag, ",NA
"133","Neg_Standards","240108_Smp_M4_T1C","unknown_C6H9NO4_neg",3.55,628466,959474,157216,4.4,"Neg_Standards","sn_flag, ",NA
"134","Neg_Standards","240108_Smp_M4_T2A","unknown_C6H9NO4_neg",3.62,968449,0,192477,2.4,"Neg_Standards","",968449
"135","Neg_Standards","240108_Smp_M4_T2B","unknown_C6H9NO4_neg",3.42,1037134,1544440,392098,3.7,"Neg_Standards","sn_flag, ",NA
"136","Neg_Standards","240108_Smp_M4_T2C","unknown_C6H9NO4_neg",3.48,1427553,2468481,202589,4,"Neg_Standards","sn_flag, ",NA
"137","Neg_Standards","240108_Smp_WT_T1A","unknown_C6H9NO4_neg",3.55,1181085,1692824,121709,4.1,"Neg_Standards","sn_flag, ",NA
"138","Neg_Standards","240108_Smp_WT_T1B","unknown_C6H9NO4_neg",3.59,1049227,2280758,181874,4.1,"Neg_Standards","sn_flag, ",NA
"139","Neg_Standards","240108_Smp_WT_T1C","unknown_C6H9NO4_neg",3.56,901927,894811,240669,4.3,"Neg_Standards","sn_flag, ",NA
"140","Neg_Standards","240108_Smp_WT_T2A","unknown_C6H9NO4_neg",3.47,2068245,964013,363399,4,"Neg_Standards","sn_flag, ",NA
"141","Neg_Standards","240108_Smp_WT_T2B","unknown_C6H9NO4_neg",3.85,2772359,1935667,223477,3.8,"Neg_Standards","sn_flag, ",NA
"142","Neg_Standards","240108_Smp_WT_T2C","unknown_C6H9NO4_neg",3.28,1656773,1936091,138541,4.4,"Neg_Standards","sn_flag, ",NA
"143","Neg_Standards","240304_Std_4uMStdsMix1InH2O_1","unknown_C6H9NO3_1_neg",9.92,36142708,0,2672580,-2,"Neg_Standards","",36142708
"144","Neg_Standards","240304_Std_4uMStdsMix1InH2O_2","unknown_C6H9NO3_1_neg",9.46,54480252,0,3602837,-2,"Neg_Standards","",54480252
"145","Neg_Standards","240304_Std_4uMStdsMix1InMatrix_1","unknown_C6H9NO3_1_neg",10.1,38936568,0,3749685,-2.1,"Neg_Standards","",38936568
"146","Neg_Standards","240304_Std_4uMStdsMix1InMatrix_2","unknown_C6H9NO3_1_neg",9.69,48478128,971580,4149267,-1.8,"Neg_Standards","",48478128
"147","Neg_Standards","240304_Std_4uMStdsMix2InH2O_1","unknown_C6H9NO3_1_neg",9.87,43131668,0,2992891,-2,"Neg_Standards","",43131668
"148","Neg_Standards","240304_Std_4uMStdsMix2InH2O_2","unknown_C6H9NO3_1_neg",9.43,67860496,0,3817893,-2,"Neg_Standards","",67860496
"149","Neg_Standards","240304_Std_4uMStdsMix2InMatrix_1","unknown_C6H9NO3_1_neg",10.14,42687432,0,3999227,-2.4,"Neg_Standards","",42687432
"150","Neg_Standards","240304_Std_4uMStdsMix2InMatrix_2","unknown_C6H9NO3_1_neg",9.67,69774576,1664688,6422917,-2,"Neg_Standards","",69774576
"151","Neg_Standards","240304_Std_H2OinMatrix_1","unknown_C6H9NO3_1_neg",10.04,3719121,0,378341,-2.2,"Neg_Standards","",3719121
"152","Neg_Standards","240304_Std_H2OinMatrix_2","unknown_C6H9NO3_1_neg",9.7,5236045,0,462313,-2,"Neg_Standards","",5236045
"153","Neg_Standards","240304_Poo_EpicFate_Full1","unknown_C6H9NO3_1_neg",10.16,7599477,0,1129813,-2.8,"Neg_Standards","",7599477
"154","Neg_Standards","240304_Poo_EpicFate_Full2","unknown_C6H9NO3_1_neg",9.95,13515641,0,1932262,-1.9,"Neg_Standards","",13515641
"155","Neg_Standards","240304_Poo_EpicFate_Full3","unknown_C6H9NO3_1_neg",9.9,15264419,0,1946943,-2.5,"Neg_Standards","",15264419
"156","Neg_Standards","240304_Poo_EpicFate_Half1","unknown_C6H9NO3_1_neg",10.11,2893085,0,303202,-2.4,"Neg_Standards","",2893085
"157","Neg_Standards","240304_Poo_EpicFate_Half2","unknown_C6H9NO3_1_neg",9.86,3236403,0,353120,-2.2,"Neg_Standards","",3236403
"158","Neg_Standards","240304_Poo_EpicFate_Half3","unknown_C6H9NO3_1_neg",9.77,3750474,0,329327,-2.8,"Neg_Standards","",3750474
"159","Neg_Standards","240304_Smp_ASW_A","unknown_C6H9NO3_1_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"160","Neg_Standards","240304_Smp_ASW_B","unknown_C6H9NO3_1_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"161","Neg_Standards","240304_Smp_ASW_Blk_A","unknown_C6H9NO3_1_neg",9.79,55596,0,54531,-0.1,"Neg_Standards","",55596
"162","Neg_Standards","240304_Smp_ASW_C","unknown_C6H9NO3_1_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"163","Neg_Standards","240304_Smp_Ctrl_A1","unknown_C6H9NO3_1_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"164","Neg_Standards","240304_Smp_Ctrl_B3","unknown_C6H9NO3_1_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"165","Neg_Standards","240304_Smp_Ctrl_C2","unknown_C6H9NO3_1_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"166","Neg_Standards","240304_Smp_Gluc_16_A","unknown_C6H9NO3_1_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"167","Neg_Standards","240304_Smp_Gluc_16_B","unknown_C6H9NO3_1_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"168","Neg_Standards","240304_Smp_Gluc_16_C","unknown_C6H9NO3_1_neg",NA,NA,NA,NA,NA,"Neg_Standards","",NA
"169","Neg_Standards","240304_Smp_Hom_16_A","unknown_C6H9NO3_1_neg",10.03,40154908,0,6231992,-2.7,"Neg_Standards","",40154908
"170","Neg_Standards","240304_Smp_Hom_16_B","unknown_C6H9NO3_1_neg",10.09,45351920,0,6581109,-2.2,"Neg_Standards","",45351920
"171","Neg_Standards","240304_Smp_Hom_16_C","unknown_C6H9NO3_1_neg",10.05,8082951,0,1262075,-2.6,"Neg_Standards","",8082951
"172","Neg_Standards","240304_Smp_WT_BLK_Gluc_C","unknown_C6H9NO3_1_neg",9.73,240449,0,39856,-1.6,"Neg_Standards","",240449
"173","Neg_Standards","240304_Smp_WT_BLK_Hom_A","unknown_C6H9NO3_1_neg",10.08,17175804,160456,2835304,-2.4,"Neg_Standards","",17175804
"174","Neg_Standards","240304_Smp_WT_BLK_Hom_B","unknown_C6H9NO3_1_neg",10.05,47340704,0,6785476,-2.5,"Neg_Standards","",47340704
"175","Neg_Standards","240304_Smp_WT_BLK_Mix_A","unknown_C6H9NO3_1_neg",9.75,0,0,0,NA,"Neg_Standards","areamin_flag, ",NA
"176","Neg_Standards","240304_Smp_WT_Gluc_A","unknown_C6H9NO3_1_neg",10.06,353572,0,108730,-2.2,"Neg_Standards","",353572
"177","Neg_Standards","240304_Smp_WT_Gluc_B","unknown_C6H9NO3_1_neg",9.87,524746,0,99575,-3,"Neg_Standards","",524746
"178","Neg_Standards","240304_Smp_WT_Gluc_C","unknown_C6H9NO3_1_neg",10.03,356907,0,94311,-3,"Neg_Standards","",356907
"179","Neg_Standards","240304_Smp_WT_Hom_A","unknown_C6H9NO3_1_neg",10.08,76064000,1614813,10674303,-2.4,"Neg_Standards","",76064000
"180","Neg_Standards","240304_Smp_WT_Hom_B","unknown_C6H9NO3_1_neg",9.89,33066556,0,3841970,-2.5,"Neg_Standards","",33066556
"181","Neg_Standards","240304_Smp_WT_Hom_C","unknown_C6H9NO3_1_neg",10.02,26584686,0,4070292,-2.3,"Neg_Standards","",26584686
"182","Neg_Standards","240304_Smp_WT_Mix_A","unknown_C6H9NO3_1_neg",10,2525890,0,369296,-2.1,"Neg_Standards","",2525890
