mass_feature,FinalBMIS,Orig_RSD,FinalRSD,replicate_name,runDate,type,samp_id,replicate,area,date,QC_area,adjusted_area
HILICNeg_108,Inj_vol,0.16365927303873198,0.16365927303873198,211202_Smp_OBi1_5,211202,Smp,OBi1,5,1188967,211202,1188967,1188967
HILICNeg_108,Inj_vol,0.16365927303873198,0.16365927303873198,211202_Smp_OBi1_6,211202,Smp,OBi1,6,8668813,211202,8668813,8668813
HILICNeg_108,Inj_vol,0.16365927303873198,0.16365927303873198,211202_Smp_OBi1_7,211202,Smp,OBi1,7,2286024,211202,2286024,2286024
HILICNeg_108,Inj_vol,0.16365927303873198,0.16365927303873198,211202_Smp_OBi1_8,211202,Smp,OBi1,8,2884072,211202,2884072,2884072
HILICNeg_108,Inj_vol,0.16365927303873198,0.16365927303873198,211202_Smp_OBi1_9,211202,Smp,OBi1,9,3175814,211202,3175814,3175814
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Poo_TruePooBacteria_Full1,211202,Poo,TruePooBacteria,Full1,4099088,211202,4099088,4099088
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Poo_TruePooBacteria_Full2,211202,Poo,TruePooBacteria,Full2,3658799,211202,3658799,3658799
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Poo_TruePooBacteria_Full3,211202,Poo,TruePooBacteria,Full3,4088068,211202,4088068,4088068
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Poo_TruePooBacteria_Half1,211202,Poo,TruePooBacteria,Half1,2381356,211202,2381356,4762712
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Poo_TruePooBacteria_Half2,211202,Poo,TruePooBacteria,Half2,2287122,211202,2287122,4574244
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Poo_TruePooBacteria_Half3,211202,Poo,TruePooBacteria,Half3,2184851,211202,2184851,4369702
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Smp_OBi1_1,211202,Smp,OBi1,1,2718597,211202,2718597,2718597
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Smp_OBi1_2,211202,Smp,OBi1,2,3202471,211202,3202471,3202471
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Smp_OBi1_3,211202,Smp,OBi1,3,3057831,211202,3057831,3057831
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Smp_OBi1_4,211202,Smp,OBi1,4,294955,211202,294955,294955
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Smp_OBi1_5,211202,Smp,OBi1,5,199185,211202,199185,199185
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Smp_OBi1_6,211202,Smp,OBi1,6,135434,211202,135434,135434
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Smp_OBi1_7,211202,Smp,OBi1,7,2073475,211202,2073475,2073475
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Smp_OBi1_8,211202,Smp,OBi1,8,2122898,211202,2122898,2122898
HILICNeg_111,Inj_vol,0.09276556212641653,0.09276556212641653,211202_Smp_OBi1_9,211202,Smp,OBi1,9,1780497,211202,1780497,1780497
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Poo_TruePooBacteria_Full1,211202,Poo,TruePooBacteria,Full1,55469400,211202,55469400,51359243.42170123
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Poo_TruePooBacteria_Full2,211202,Poo,TruePooBacteria,Full2,62433860,211202,62433860,52301160.20863198
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Poo_TruePooBacteria_Full3,211202,Poo,TruePooBacteria,Full3,66436284,211202,66436284,50880585.47955045
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Poo_TruePooBacteria_Half1,211202,Poo,TruePooBacteria,Half1,38440300,211202,38440300,64181558.67104158
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Poo_TruePooBacteria_Half2,211202,Poo,TruePooBacteria,Half2,36739772,211202,36739772,56458499.281748004
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Poo_TruePooBacteria_Half3,211202,Poo,TruePooBacteria,Half3,40505848,211202,40505848,60146760.52935207
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Smp_OBi1_1,211202,Smp,OBi1,1,57306744,211202,57306744,61440953.544115625
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Smp_OBi1_2,211202,Smp,OBi1,2,46040068,211202,46040068,44346111.91095744
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Smp_OBi1_3,211202,Smp,OBi1,3,40278308,211202,40278308,45608581.76944913
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Smp_OBi1_4,211202,Smp,OBi1,4,26465964,211202,26465964,20506801.574089836
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Smp_OBi1_5,211202,Smp,OBi1,5,62424468,211202,62424468,48434336.98373035
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Smp_OBi1_6,211202,Smp,OBi1,6,63861216,211202,63861216,55765784.306810915
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Smp_OBi1_7,211202,Smp,OBi1,7,52384528,211202,52384528,57268786.11408807
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Smp_OBi1_8,211202,Smp,OBi1,8,54455584,211202,54455584,54315270.64504008
HILICNeg_117,"Sucrose, 13C",0.13824562865617857,0.09658703333191783,211202_Smp_OBi1_9,211202,Smp,OBi1,9,92584832,211202,92584832,92451976.82116254
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Poo_TruePooBacteria_Full1,211202,Poo,TruePooBacteria,Full1,98544896,211202,98544896,98544896
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Poo_TruePooBacteria_Full2,211202,Poo,TruePooBacteria,Full2,69168120,211202,69168120,69168120
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Poo_TruePooBacteria_Full3,211202,Poo,TruePooBacteria,Full3,54262632,211202,54262632,54262632
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Poo_TruePooBacteria_Half1,211202,Poo,TruePooBacteria,Half1,29323710,211202,29323710,58647420
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Poo_TruePooBacteria_Half2,211202,Poo,TruePooBacteria,Half2,3638800,211202,3638800,7277600
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Poo_TruePooBacteria_Half3,211202,Poo,TruePooBacteria,Half3,1896710,211202,1896710,3793420
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Smp_OBi1_1,211202,Smp,OBi1,1,205000240,211202,205000240,205000240
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Smp_OBi1_2,211202,Smp,OBi1,2,185807952,211202,185807952,185807952
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Smp_OBi1_3,211202,Smp,OBi1,3,198161840,211202,198161840,198161840
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Smp_OBi1_4,211202,Smp,OBi1,4,11302908,211202,11302908,11302908
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Smp_OBi1_5,211202,Smp,OBi1,5,13073882,211202,13073882,13073882
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Smp_OBi1_6,211202,Smp,OBi1,6,9811407,211202,9811407,9811407
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Smp_OBi1_7,211202,Smp,OBi1,7,64236156,211202,64236156,64236156
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Smp_OBi1_8,211202,Smp,OBi1,8,66313044,211202,66313044,66313044
HILICNeg_121,Inj_vol,0.7566513232530026,0.7566513232530026,211202_Smp_OBi1_9,211202,Smp,OBi1,9,54843220,211202,54843220,54843220
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Poo_TruePooBacteria_Full1,211202,Poo,TruePooBacteria,Full1,13082219,211202,13082219,10880286.976615386
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Poo_TruePooBacteria_Full2,211202,Poo,TruePooBacteria,Full2,15144412,211202,15144412,10714282.811664378
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Poo_TruePooBacteria_Full3,211202,Poo,TruePooBacteria,Full3,16057029,211202,16057029,11977180.152751511
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Poo_TruePooBacteria_Half1,211202,Poo,TruePooBacteria,Half1,11634358,211202,11634358,10434472.585583998
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Poo_TruePooBacteria_Half2,211202,Poo,TruePooBacteria,Half2,12296922,211202,12296922,10564607.981417496
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Poo_TruePooBacteria_Half3,211202,Poo,TruePooBacteria,Half3,11752238,211202,11752238,9689419.461854747
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Smp_OBi1_1,211202,Smp,OBi1,1,30401098,211202,30401098,35640841.982026905
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Smp_OBi1_2,211202,Smp,OBi1,2,41450572,211202,41450572,47795043.336711414
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Smp_OBi1_3,211202,Smp,OBi1,3,31527698,211202,31527698,40898598.38134638
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Smp_OBi1_4,211202,Smp,OBi1,4,3775285,211202,3775285,5665960.63517935
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Smp_OBi1_5,211202,Smp,OBi1,5,4078195,211202,4078195,4826097.518837805
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Smp_OBi1_6,211202,Smp,OBi1,6,3655764,211202,3655764,4434940.593288349
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Smp_OBi1_7,211202,Smp,OBi1,7,34029484,211202,34029484,39654988.384520434
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Smp_OBi1_8,211202,Smp,OBi1,8,33527482,211202,33527482,35985425.651784554
HILICNeg_122,"Sulfoacetic acid, 13C2",0.26238948239119,0.06953926900674794,211202_Smp_OBi1_9,211202,Smp,OBi1,9,29137320,211202,29137320,31161309.217415623
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Poo_TruePooBacteria_Full1,211202,Poo,TruePooBacteria,Full1,1388345,211202,1388345,1285471.7881985707
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Poo_TruePooBacteria_Full2,211202,Poo,TruePooBacteria,Full2,1578835,211202,1578835,1322598.0626217162
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Poo_TruePooBacteria_Full3,211202,Poo,TruePooBacteria,Full3,1726134,211202,1726134,1321969.009226319
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Poo_TruePooBacteria_Half1,211202,Poo,TruePooBacteria,Half1,749367,211202,749367,1251174.99282374
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Poo_TruePooBacteria_Half2,211202,Poo,TruePooBacteria,Half2,941854,211202,941854,1447359.6456317552
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Poo_TruePooBacteria_Half3,211202,Poo,TruePooBacteria,Half3,937885,211202,937885,1392656.79610192
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Smp_OBi1_1,211202,Smp,OBi1,1,14838,211202,14838,15908.43947943697
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Smp_OBi1_2,211202,Smp,OBi1,2,0,211202,0,0
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Smp_OBi1_3,211202,Smp,OBi1,3,13033,211202,13033,14757.736253499786
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Smp_OBi1_4,211202,Smp,OBi1,4,4786111,211202,4786111,3708454.7001034487
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Smp_OBi1_5,211202,Smp,OBi1,5,4097996,211202,4097996,3179582.0706390175
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Smp_OBi1_6,211202,Smp,OBi1,6,3846344,211202,3846344,3358758.3091715057
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Smp_OBi1_7,211202,Smp,OBi1,7,3485257,211202,3485257,3810217.3543613534
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Smp_OBi1_8,211202,Smp,OBi1,8,3331251,211202,3331251,3322667.5092045735
HILICNeg_123,"Sucrose, 13C",0.12278163810288942,0.05366063957114748,211202_Smp_OBi1_9,211202,Smp,OBi1,9,3262854,211202,3262854,3258171.9474183144
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Poo_TruePooBacteria_Full1,211202,Poo,TruePooBacteria,Full1,1364680,211202,1364680,1301339.868775016
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Poo_TruePooBacteria_Full2,211202,Poo,TruePooBacteria,Full2,1418688,211202,1418688,1534978.9250182225
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Poo_TruePooBacteria_Full3,211202,Poo,TruePooBacteria,Full3,1401960,211202,1401960,1526148.6550360152
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Poo_TruePooBacteria_Half1,211202,Poo,TruePooBacteria,Half1,1085602,211202,1085602,1472019.4305300054
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Poo_TruePooBacteria_Half2,211202,Poo,TruePooBacteria,Half2,800326,211202,800326,1220743.9945066378
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Poo_TruePooBacteria_Half3,211202,Poo,TruePooBacteria,Half3,937695,211202,937695,1490421.8018264316
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Smp_OBi1_1,211202,Smp,OBi1,1,3078746,211202,3078746,1330443.398140682
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Smp_OBi1_2,211202,Smp,OBi1,2,3477494,211202,3477494,1488117.7569026211
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Smp_OBi1_3,211202,Smp,OBi1,3,2776127,211202,2776127,1241660.2444633394
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Smp_OBi1_4,211202,Smp,OBi1,4,659943,211202,659943,1517296.7752614936
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Smp_OBi1_5,211202,Smp,OBi1,5,631319,211202,631319,1308389.5932360867
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Smp_OBi1_6,211202,Smp,OBi1,6,423925,211202,423925,752915.231565948
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Smp_OBi1_7,211202,Smp,OBi1,7,3075802,211202,3075802,5556707.042297871
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Smp_OBi1_8,211202,Smp,OBi1,8,3176583,211202,3176583,5981561.452656234
HILICNeg_126,"Homarine, 2H3",0.1968964605662298,0.09198808513921145,211202_Smp_OBi1_9,211202,Smp,OBi1,9,2279281,211202,2279281,3592907.084318716
HILICNeg_128,"DL-Alanine, 2H3",0.4462594361294717,0.2615657824504501,211202_Poo_TruePooBacteria_Full1,211202,Poo,TruePooBacteria,Full1,3201776,211202,3201776,2706773.7392852586
HILICNeg_128,"DL-Alanine, 2H3",0.4462594361294717,0.2615657824504501,211202_Poo_TruePooBacteria_Full2,211202,Poo,TruePooBacteria,Full2,1676701,211202,1676701,1775878.9627474493
HILICNeg_128,"DL-Alanine, 2H3",0.4462594361294717,0.2615657824504501,211202_Poo_TruePooBacteria_Full3,211202,Poo,TruePooBacteria,Full3,1358820,211202,1358820,1550671.3975506565
HILICNeg_128,"DL-Alanine, 2H3",0.4462594361294717,0.2615657824504501,211202_Poo_TruePooBacteria_Half1,211202,Poo,TruePooBacteria,Half1,2107348,211202,2107348,2935763.021592758
HILICNeg_128,"DL-Alanine, 2H3",0.4462594361294717,0.2615657824504501,211202_Poo_TruePooBacteria_Half2,211202,Poo,TruePooBacteria,Half2,1053877,211202,1053877,1961092.475633227
