Hello! Here are the QC parameters Minimum area for a real peak: 40000.  minutes. Blank can be this fraction of a sample: 2. S/N ratio: 3. Parts per million flexibility: 6. Processed on: 2025-01-06 10:33:18.288496. 
"","replicate_name","precursor_ion_name","retention_time","area","background","height","mass_error_ppm","flags","QC_area"
"63","240926_Blk_RC104_HomFate_T6_Blk_B_posDDA","unknown_C6H9NO4_pos",11.59,0,0,0,NA,"areamin_flag, ",NA
"64","240926_Blk_RC104_HomFate_T6_Blk_C_posDDA","unknown_C6H9NO4_pos",11.59,0,0,0,NA,"areamin_flag, ",NA
"65","240926_Blk_RC104_HomFate_T48_Blk_A_posDDA","unknown_C6H9NO4_pos",11.59,0,0,0,NA,"areamin_flag, ",NA
"66","240926_Blk_RC104_HomFate_T48_Blk_B_posDDA","unknown_C6H9NO4_pos",11.6,0,0,0,NA,"areamin_flag, ",NA
"67","240926_Blk_RC104_HomFate_T48_Blk_C_posDDA","unknown_C6H9NO4_pos",11.6,0,0,0,NA,"areamin_flag, ",NA
"68","240926_Blk_RC104_HomFate_T96_Blk_A_posDDA","unknown_C6H9NO4_pos",11.6,0,0,0,NA,"areamin_flag, ",NA
"69","240926_Blk_RC104_HomFate_T96_Blk_B_posDDA","unknown_C6H9NO4_pos",11.6,0,0,0,NA,"areamin_flag, ",NA
"70","240926_Blk_RC104_HomFate_T96_Blk_C_posDDA","unknown_C6H9NO4_pos",11.59,0,0,0,NA,"areamin_flag, ",NA
"71","240926_Poo_RC104_HomFate_Full1_posDDA","unknown_C6H9NO4_pos",12.05,110121,0,12711,-2.2,"",110121
"72","240926_Poo_RC104_HomFate_Full2_posDDA","unknown_C6H9NO4_pos",11.59,0,0,0,NA,"areamin_flag, ",NA
"73","240926_Poo_RC104_HomFate_Full3_posDDA","unknown_C6H9NO4_pos",11.92,67032,0,16516,-2.9,"",67032
"74","240926_Poo_RC104_HomFate_Full4_posDDA","unknown_C6H9NO4_pos",11.78,17416,0,9587,-3.5,"areamin_flag, ",NA
"75","240926_Poo_RC104_HomFate_Full5_posDDA","unknown_C6H9NO4_pos",11.81,151133,0,23610,-2.8,"",151133
"76","240926_Smp_RC104_HomFate_Con_A_posDDA","unknown_C6H9NO4_pos",12.05,164498,0,16701,-4.1,"",164498
"77","240926_Smp_RC104_HomFate_Con_B_posDDA","unknown_C6H9NO4_pos",11.69,169366,0,17416,-3.9,"",169366
"78","240926_Smp_RC104_HomFate_Con_C_posDDA","unknown_C6H9NO4_pos",11.81,17508,0,11975,-4,"areamin_flag, ",NA
"79","240926_Smp_RC104_HomFate_T0_A_posDDA","unknown_C6H9NO4_pos",11.93,166445,0,24932,-1.5,"",166445
"80","240926_Smp_RC104_HomFate_T0_B_posDDA","unknown_C6H9NO4_pos",11.95,252502,0,21924,-2.9,"",252502
"81","240926_Smp_RC104_HomFate_T0_C_posDDA","unknown_C6H9NO4_pos",12,18148,0,6607,-2.4,"areamin_flag, ",NA
"82","240926_Smp_RC104_HomFate_T6_A_posDDA","unknown_C6H9NO4_pos",12,139908,0,23845,-2.7,"",139908
"83","240926_Smp_RC104_HomFate_T6_B_posDDA","unknown_C6H9NO4_pos",12.1,88315,0,11601,-3.2,"",88315
"84","240926_Smp_RC104_HomFate_T6_C_posDDA","unknown_C6H9NO4_pos",11.98,30881,0,6270,-1.4,"areamin_flag, ",NA
"85","240926_Smp_RC104_HomFate_T12_A_posDDA","unknown_C6H9NO4_pos",11.83,97977,0,17748,-3.8,"",97977
"86","240926_Smp_RC104_HomFate_T12_B_posDDA","unknown_C6H9NO4_pos",11.81,52403,0,10843,-1.4,"",52403
"87","240926_Smp_RC104_HomFate_T12_C_posDDA","unknown_C6H9NO4_pos",12.01,189556,0,19278,-2.3,"",189556
"88","240926_Smp_RC104_HomFate_T24_A_posDDA","unknown_C6H9NO4_pos",11.78,78336,0,11094,-3.6,"",78336
"89","240926_Smp_RC104_HomFate_T24_B_posDDA","unknown_C6H9NO4_pos",11.98,188227,0,19430,-3.5,"",188227
"90","240926_Smp_RC104_HomFate_T24_C_posDDA","unknown_C6H9NO4_pos",11.98,323488,0,24351,-3.1,"",323488
"91","240926_Smp_RC104_HomFate_T48_A_posDDA","unknown_C6H9NO4_pos",12.05,99433,0,17032,-2.9,"",99433
"92","240926_Smp_RC104_HomFate_T48_B_posDDA","unknown_C6H9NO4_pos",11.81,428908,0,26389,-4.2,"",428908
"93","240926_Smp_RC104_HomFate_T48_C_posDDA","unknown_C6H9NO4_pos",12.02,448619,0,34937,-3.7,"",448619
"94","240926_Smp_RC104_HomFate_T96_A_posDDA","unknown_C6H9NO4_pos",11.88,103125,0,23674,-2.9,"",103125
"95","240926_Smp_RC104_HomFate_T96_B_posDDA","unknown_C6H9NO4_pos",11.83,149851,0,21692,-3.8,"",149851
"96","240926_Smp_RC104_HomFate_T96_C_posDDA","unknown_C6H9NO4_pos",11.98,38597,0,13047,-2.3,"areamin_flag, ",NA
"97","240926_Smp_RC104_HomFate2_T12_L_A_posDDA","unknown_C6H9NO4_pos",11.59,0,0,0,NA,"areamin_flag, ",NA
"98","240926_Smp_RC104_HomFate2_T12_L_B_posDDA","unknown_C6H9NO4_pos",11.64,23137,0,14306,-0.5,"areamin_flag, ",NA
"99","240926_Smp_RC104_HomFate2_T12_L_C_posDDA","unknown_C6H9NO4_pos",11.59,0,0,0,NA,"areamin_flag, ",NA
"100","240926_Smp_RC104_HomFate2_T12_UL_A_posDDA","unknown_C6H9NO4_pos",11.59,0,0,0,NA,"areamin_flag, ",NA
"101","240926_Smp_RC104_HomFate2_T12_UL_B_posDDA","unknown_C6H9NO4_pos",11.59,0,0,0,NA,"areamin_flag, ",NA
"102","240926_Smp_RC104_HomFate2_T12_UL_C_posDDA","unknown_C6H9NO4_pos",11.59,0,0,0,NA,"areamin_flag, ",NA
"103","240926_Std_4uMStdsMix1InH2O-1_posDDA","n-methyl glutamine",9.04,4730770,0,308193,7.7,"ppm_flag, ",NA
"104","240926_Std_4uMStdsMix1InH2O-2_posDDA","n-methyl glutamine",9.04,6493099,0,492749,8.4,"ppm_flag, ",NA
"105","240926_Std_4uMStdsMix1InMatrix-1_posDDA","n-methyl glutamine",9.15,4682004,3354782,215981,4.7,"sn_flag, ",NA
"106","240926_Std_4uMStdsMix1InMatrix-2_posDDA","n-methyl glutamine",8.99,7774821,2692165,429513,6,"sn_flag, ",NA
"107","240926_Std_4uMStdsMix2InH2O-1_posDDA","n-methyl glutamine",8.8,0,0,0,NA,"areamin_flag, ",NA
"108","240926_Std_4uMStdsMix2InH2O-2_posDDA","n-methyl glutamine",9.54,15729,0,6387,0,"areamin_flag, ",NA
"109","240926_Std_4uMStdsMix2InMatrix-1_posDDA","n-methyl glutamine",9.53,3420547,728173,184227,-0.2,"",3420547
"110","240926_Std_4uMStdsMix2InMatrix-2_posDDA","n-methyl glutamine",8.89,2617103,1559846,101900,-0.1,"sn_flag, ",NA
"111","240926_Std_H2OinMatrix1_posDDA","n-methyl glutamine",9.54,3021530,1109949,176666,-1.1,"sn_flag, ",NA
"112","240926_Std_H2OinMatrix2_posDDA","n-methyl glutamine",8.9,3311247,1131601,106278,-1.1,"sn_flag, ",NA
"113","240926_Blk_RC104_HomFate_T6_Blk_A_posDDA","n-methyl glutamine",9.31,3667584,0,138851,-1.2,"",3667584
"114","240926_Blk_RC104_HomFate_T6_Blk_B_posDDA","n-methyl glutamine",9.6,334800,0,14018,-0.5,"",334800
"115","240926_Blk_RC104_HomFate_T6_Blk_C_posDDA","n-methyl glutamine",9.48,65955,0,11960,-0.7,"",65955
"116","240926_Blk_RC104_HomFate_T48_Blk_A_posDDA","n-methyl glutamine",9.36,28296,0,7965,-0.1,"areamin_flag, ",NA
"117","240926_Blk_RC104_HomFate_T48_Blk_B_posDDA","n-methyl glutamine",9.76,24984,64361,2884,-0.7,"sn_flag, areamin_flag, ",NA
"118","240926_Blk_RC104_HomFate_T48_Blk_C_posDDA","n-methyl glutamine",9.18,107517,0,6907,-0.9,"",107517
"119","240926_Blk_RC104_HomFate_T96_Blk_A_posDDA","n-methyl glutamine",9.37,227847,0,21198,-0.9,"",227847
"120","240926_Blk_RC104_HomFate_T96_Blk_B_posDDA","n-methyl glutamine",8.87,312931,0,14096,0.1,"",312931
"121","240926_Blk_RC104_HomFate_T96_Blk_C_posDDA","n-methyl glutamine",9.27,95675,0,10925,-0.6,"",95675
"122","240926_Poo_RC104_HomFate_Full1_posDDA","n-methyl glutamine",9.55,4889844,2637718,238913,0.2,"sn_flag, ",NA
"123","240926_Poo_RC104_HomFate_Full2_posDDA","n-methyl glutamine",9.52,5745415,129114,244284,-0.9,"",5745415
"124","240926_Poo_RC104_HomFate_Full3_posDDA","n-methyl glutamine",9.41,5532234,1107788,201099,-0.8,"",5532234
"125","240926_Poo_RC104_HomFate_Full4_posDDA","n-methyl glutamine",9.29,3431050,2814359,158724,-0.5,"sn_flag, ",NA
"126","240926_Poo_RC104_HomFate_Full5_posDDA","n-methyl glutamine",9.15,3360759,2836325,137428,-1.1,"sn_flag, ",NA
"127","240926_Smp_RC104_HomFate_Con_A_posDDA","n-methyl glutamine",9.41,10923832,1504597,455893,-0.9,"",10923832
"128","240926_Smp_RC104_HomFate_Con_B_posDDA","n-methyl glutamine",9.21,11560118,742048,377776,-1.1,"",11560118
"129","240926_Smp_RC104_HomFate_Con_C_posDDA","n-methyl glutamine",9.31,4103614,1072074,186963,-0.7,"",4103614
"130","240926_Smp_RC104_HomFate_T0_A_posDDA","n-methyl glutamine",9.31,6726185,1649559,259229,-0.8,"",6726185
"131","240926_Smp_RC104_HomFate_T0_B_posDDA","n-methyl glutamine",9.31,7047087,4230786,336602,-0.5,"sn_flag, ",NA
"132","240926_Smp_RC104_HomFate_T0_C_posDDA","n-methyl glutamine",9.32,12285374,68355,443876,-0.8,"",12285374
"133","240926_Smp_RC104_HomFate_T6_A_posDDA","n-methyl glutamine",9.56,6305914,3944886,369048,0.1,"sn_flag, ",NA
"134","240926_Smp_RC104_HomFate_T6_B_posDDA","n-methyl glutamine",9.48,617757,1257864,29605,-0.9,"sn_flag, ",NA
"135","240926_Smp_RC104_HomFate_T6_C_posDDA","n-methyl glutamine",9.49,4760998,1582422,205422,-0.6,"",4760998
"136","240926_Smp_RC104_HomFate_T12_A_posDDA","n-methyl glutamine",9.35,4406367,1714626,190900,-0.7,"sn_flag, ",NA
"137","240926_Smp_RC104_HomFate_T12_B_posDDA","n-methyl glutamine",9.12,633951,0,19437,-1.4,"",633951
"138","240926_Smp_RC104_HomFate_T12_C_posDDA","n-methyl glutamine",9.55,7427369,4203313,387304,0.2,"sn_flag, ",NA
"139","240926_Smp_RC104_HomFate_T24_A_posDDA","n-methyl glutamine",9.12,1358907,1849492,77545,-0.9,"sn_flag, ",NA
"140","240926_Smp_RC104_HomFate_T24_B_posDDA","n-methyl glutamine",9.52,2062399,1746458,116688,-0.4,"sn_flag, ",NA
"141","240926_Smp_RC104_HomFate_T24_C_posDDA","n-methyl glutamine",9.51,10585463,8110010,595348,-0.5,"sn_flag, ",NA
"142","240926_Smp_RC104_HomFate_T48_A_posDDA","n-methyl glutamine",9.48,1483304,812118,43561,-0.3,"sn_flag, ",NA
"143","240926_Smp_RC104_HomFate_T48_B_posDDA","n-methyl glutamine",9.21,4149738,4169793,160746,-0.9,"sn_flag, ",NA
"144","240926_Smp_RC104_HomFate_T48_C_posDDA","n-methyl glutamine",9.5,6573820,5580165,302556,-0.9,"sn_flag, ",NA
"145","240926_Smp_RC104_HomFate_T96_A_posDDA","n-methyl glutamine",9.41,24945624,3223154,794027,-0.7,"",24945624
"146","240926_Smp_RC104_HomFate_T96_B_posDDA","n-methyl glutamine",9.24,5221804,4758953,210415,-1.1,"sn_flag, ",NA
"147","240926_Smp_RC104_HomFate_T96_C_posDDA","n-methyl glutamine",9.32,7379761,6529972,223914,-1,"sn_flag, ",NA
"148","240926_Smp_RC104_HomFate2_T12_L_A_posDDA","n-methyl glutamine",9.79,231543,431847,24918,-1.2,"sn_flag, ",NA
"149","240926_Smp_RC104_HomFate2_T12_L_B_posDDA","n-methyl glutamine",9.79,54681,631072,14742,-1.6,"sn_flag, ",NA
"150","240926_Smp_RC104_HomFate2_T12_L_C_posDDA","n-methyl glutamine",9.44,548705,0,21078,-0.9,"",548705
"151","240926_Smp_RC104_HomFate2_T12_UL_A_posDDA","n-methyl glutamine",9.75,720813,428683,33575,-1,"sn_flag, ",NA
"152","240926_Smp_RC104_HomFate2_T12_UL_B_posDDA","n-methyl glutamine",9.77,313363,750705,33368,-1.6,"sn_flag, ",NA
"153","240926_Smp_RC104_HomFate2_T12_UL_C_posDDA","n-methyl glutamine",9.79,947162,856254,63516,-1.3,"sn_flag, ",NA
"154","240926_Std_4uMStdsMix1InH2O-1_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"155","240926_Std_4uMStdsMix1InH2O-2_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
"156","240926_Std_4uMStdsMix1InMatrix-1_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"157","240926_Std_4uMStdsMix1InMatrix-2_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
"158","240926_Std_4uMStdsMix2InH2O-1_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"159","240926_Std_4uMStdsMix2InH2O-2_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
"160","240926_Std_4uMStdsMix2InMatrix-1_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"161","240926_Std_4uMStdsMix2InMatrix-2_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
"162","240926_Std_H2OinMatrix1_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"163","240926_Std_H2OinMatrix2_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
"164","240926_Blk_RC104_HomFate_T6_Blk_A_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"165","240926_Blk_RC104_HomFate_T6_Blk_B_posDDA","unknown_C7H9NO5_pos",12.11,9582,0,5557,-4.6,"areamin_flag, ",NA
"166","240926_Blk_RC104_HomFate_T6_Blk_C_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
"167","240926_Blk_RC104_HomFate_T48_Blk_A_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"168","240926_Blk_RC104_HomFate_T48_Blk_B_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"169","240926_Blk_RC104_HomFate_T48_Blk_C_posDDA","unknown_C7H9NO5_pos",12.38,14281,0,8096,-0.7,"areamin_flag, ",NA
"170","240926_Blk_RC104_HomFate_T96_Blk_A_posDDA","unknown_C7H9NO5_pos",12.07,15645,0,10817,-2.6,"areamin_flag, ",NA
"171","240926_Blk_RC104_HomFate_T96_Blk_B_posDDA","unknown_C7H9NO5_pos",12.2,13641,0,5536,-1,"areamin_flag, ",NA
"172","240926_Blk_RC104_HomFate_T96_Blk_C_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
"173","240926_Poo_RC104_HomFate_Full1_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"174","240926_Poo_RC104_HomFate_Full2_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"175","240926_Poo_RC104_HomFate_Full3_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
"176","240926_Poo_RC104_HomFate_Full4_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
"177","240926_Poo_RC104_HomFate_Full5_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
"178","240926_Smp_RC104_HomFate_Con_A_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"179","240926_Smp_RC104_HomFate_Con_B_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"180","240926_Smp_RC104_HomFate_Con_C_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"181","240926_Smp_RC104_HomFate_T0_A_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"182","240926_Smp_RC104_HomFate_T0_B_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"183","240926_Smp_RC104_HomFate_T0_C_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
"184","240926_Smp_RC104_HomFate_T6_A_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"185","240926_Smp_RC104_HomFate_T6_B_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"186","240926_Smp_RC104_HomFate_T6_C_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"187","240926_Smp_RC104_HomFate_T12_A_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"188","240926_Smp_RC104_HomFate_T12_B_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"189","240926_Smp_RC104_HomFate_T12_C_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"190","240926_Smp_RC104_HomFate_T24_A_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"191","240926_Smp_RC104_HomFate_T24_B_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"192","240926_Smp_RC104_HomFate_T24_C_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"193","240926_Smp_RC104_HomFate_T48_A_posDDA","unknown_C7H9NO5_pos",12.4,52854,0,14063,-3.1,"",52854
"194","240926_Smp_RC104_HomFate_T48_B_posDDA","unknown_C7H9NO5_pos",11.86,0,0,0,NA,"areamin_flag, ",NA
"195","240926_Smp_RC104_HomFate_T48_C_posDDA","unknown_C7H9NO5_pos",12.31,237250,0,22565,-2.2,"",237250
"196","240926_Smp_RC104_HomFate_T96_A_posDDA","unknown_C7H9NO5_pos",12.73,16869,0,11323,-3,"areamin_flag, ",NA
"197","240926_Smp_RC104_HomFate_T96_B_posDDA","unknown_C7H9NO5_pos",12.59,81295,0,24699,-4.3,"",81295
"198","240926_Smp_RC104_HomFate_T96_C_posDDA","unknown_C7H9NO5_pos",12.62,17307,0,6669,-2.4,"areamin_flag, ",NA
"199","240926_Smp_RC104_HomFate2_T12_L_A_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
"200","240926_Smp_RC104_HomFate2_T12_L_B_posDDA","unknown_C7H9NO5_pos",12.02,16887,0,6345,-2.4,"areamin_flag, ",NA
"201","240926_Smp_RC104_HomFate2_T12_L_C_posDDA","unknown_C7H9NO5_pos",11.85,0,0,0,NA,"areamin_flag, ",NA
