mass_feature,FinalBMIS,Orig_RSD,FinalRSD,replicate_name,runDate,type,samp_id,replicate,area,date,QC_area,fraction,adjusted_area
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_Con_A_negDDA,240926,Smp,RC104,HomFate,5581100,240926,5581100,HILICPos,5581100
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_Con_B_negDDA,240926,Smp,RC104,HomFate,3173321,240926,3173321,HILICPos,3173321
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_Con_C_negDDA,240926,Smp,RC104,HomFate,2126887,240926,2126887,HILICPos,2126887
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T0_A_negDDA,240926,Smp,RC104,HomFate,3693699,240926,3693699,HILICPos,3693699
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T0_B_negDDA,240926,Smp,RC104,HomFate,4368997,240926,4368997,HILICPos,4368997
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T0_C_negDDA,240926,Smp,RC104,HomFate,2594727,240926,2594727,HILICPos,2594727
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T6_A_negDDA,240926,Smp,RC104,HomFate,2428381,240926,2428381,HILICPos,2428381
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T6_B_negDDA,240926,Smp,RC104,HomFate,1571229,240926,1571229,HILICPos,1571229
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T6_C_negDDA,240926,Smp,RC104,HomFate,1911049,240926,1911049,HILICPos,1911049
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T12_A_negDDA,240926,Smp,RC104,HomFate,3140132,240926,3140132,HILICPos,3140132
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T12_B_negDDA,240926,Smp,RC104,HomFate,1719387,240926,1719387,HILICPos,1719387
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T12_C_negDDA,240926,Smp,RC104,HomFate,4267654,240926,4267654,HILICPos,4267654
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T24_A_negDDA,240926,Smp,RC104,HomFate,4492363,240926,4492363,HILICPos,4492363
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T24_B_negDDA,240926,Smp,RC104,HomFate,4114836,240926,4114836,HILICPos,4114836
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T24_C_negDDA,240926,Smp,RC104,HomFate,11466377,240926,11466377,HILICPos,11466377
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T48_A_negDDA,240926,Smp,RC104,HomFate,4269419,240926,4269419,HILICPos,4269419
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T48_B_negDDA,240926,Smp,RC104,HomFate,8530205,240926,8530205,HILICPos,8530205
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T48_C_negDDA,240926,Smp,RC104,HomFate,8741777,240926,8741777,HILICPos,8741777
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T96_A_negDDA,240926,Smp,RC104,HomFate,14691083,240926,14691083,HILICPos,14691083
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T96_B_negDDA,240926,Smp,RC104,HomFate,17350050,240926,17350050,HILICPos,17350050
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate_T96_C_negDDA,240926,Smp,RC104,HomFate,18812582,240926,18812582,HILICPos,18812582
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate2_T12_L_A_negDDA,240926,Smp,RC104,HomFate2,1494682,240926,1494682,HILICPos,1494682
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate2_T12_L_B_negDDA,240926,Smp,RC104,HomFate2,1447407,240926,1447407,HILICPos,1447407
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate2_T12_L_C_negDDA,240926,Smp,RC104,HomFate2,1516790,240926,1516790,HILICPos,1516790
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate2_T12_UL_A_negDDA,240926,Smp,RC104,HomFate2,945401,240926,945401,HILICPos,945401
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate2_T12_UL_B_negDDA,240926,Smp,RC104,HomFate2,929033,240926,929033,HILICPos,929033
L-Cysteic acid,Inj_vol,0.07808005702321538,0.07808005702321538,240926_Smp_RC104_HomFate2_T12_UL_C_negDDA,240926,Smp,RC104,HomFate2,1708942,240926,1708942,HILICPos,1708942
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Poo_RC104_HomFate_Full1_negDDA,240926,Poo,RC104,HomFate,544339,240926,544339,HILICPos,544339
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Poo_RC104_HomFate_Full2_negDDA,240926,Poo,RC104,HomFate,270955,240926,270955,HILICPos,270955
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Poo_RC104_HomFate_Full3_negDDA,240926,Poo,RC104,HomFate,296294,240926,296294,HILICPos,296294
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Poo_RC104_HomFate_Full4_negDDA,240926,Poo,RC104,HomFate,469953,240926,469953,HILICPos,469953
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Poo_RC104_HomFate_Full5_negDDA,240926,Poo,RC104,HomFate,441069,240926,441069,HILICPos,441069
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_Con_A_negDDA,240926,Smp,RC104,HomFate,120952,240926,120952,HILICPos,120952
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_Con_B_negDDA,240926,Smp,RC104,HomFate,183604,240926,183604,HILICPos,183604
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_Con_C_negDDA,240926,Smp,RC104,HomFate,61747,240926,61747,HILICPos,61747
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T0_A_negDDA,240926,Smp,RC104,HomFate,248814,240926,248814,HILICPos,248814
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T0_B_negDDA,240926,Smp,RC104,HomFate,324969,240926,324969,HILICPos,324969
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T0_C_negDDA,240926,Smp,RC104,HomFate,298272,240926,298272,HILICPos,298272
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T6_A_negDDA,240926,Smp,RC104,HomFate,401820,240926,401820,HILICPos,401820
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T6_B_negDDA,240926,Smp,RC104,HomFate,155732,240926,155732,HILICPos,155732
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T6_C_negDDA,240926,Smp,RC104,HomFate,209903,240926,209903,HILICPos,209903
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T12_A_negDDA,240926,Smp,RC104,HomFate,509821,240926,509821,HILICPos,509821
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T12_B_negDDA,240926,Smp,RC104,HomFate,146054,240926,146054,HILICPos,146054
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T12_C_negDDA,240926,Smp,RC104,HomFate,747754,240926,747754,HILICPos,747754
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T24_A_negDDA,240926,Smp,RC104,HomFate,273549,240926,273549,HILICPos,273549
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T24_B_negDDA,240926,Smp,RC104,HomFate,558037,240926,558037,HILICPos,558037
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T24_C_negDDA,240926,Smp,RC104,HomFate,794027,240926,794027,HILICPos,794027
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T48_A_negDDA,240926,Smp,RC104,HomFate,78650,240926,78650,HILICPos,78650
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T48_B_negDDA,240926,Smp,RC104,HomFate,831804,240926,831804,HILICPos,831804
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T48_C_negDDA,240926,Smp,RC104,HomFate,567163,240926,567163,HILICPos,567163
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T96_A_negDDA,240926,Smp,RC104,HomFate,2466944,240926,2466944,HILICPos,2466944
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T96_B_negDDA,240926,Smp,RC104,HomFate,2749468,240926,2749468,HILICPos,2749468
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate_T96_C_negDDA,240926,Smp,RC104,HomFate,3227518,240926,3227518,HILICPos,3227518
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate2_T12_L_A_negDDA,240926,Smp,RC104,HomFate2,61430,240926,61430,HILICPos,61430
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate2_T12_L_B_negDDA,240926,Smp,RC104,HomFate2,87784,240926,87784,HILICPos,87784
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate2_T12_L_C_negDDA,240926,Smp,RC104,HomFate2,0,240926,NA,HILICPos,NA
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate2_T12_UL_A_negDDA,240926,Smp,RC104,HomFate2,31913,240926,NA,HILICPos,NA
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate2_T12_UL_B_negDDA,240926,Smp,RC104,HomFate2,32109,240926,NA,HILICPos,NA
UDP-N-acetylglucosamine,Inj_vol,0.2891328745553312,0.2891328745553312,240926_Smp_RC104_HomFate2_T12_UL_C_negDDA,240926,Smp,RC104,HomFate2,0,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Poo_RC104_HomFate_Full1_negDDA,240926,Poo,RC104,HomFate,66959,240926,66959,HILICPos,66959
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Poo_RC104_HomFate_Full2_negDDA,240926,Poo,RC104,HomFate,33466,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Poo_RC104_HomFate_Full3_negDDA,240926,Poo,RC104,HomFate,44878,240926,44878,HILICPos,44878
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Poo_RC104_HomFate_Full4_negDDA,240926,Poo,RC104,HomFate,125686,240926,125686,HILICPos,125686
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Poo_RC104_HomFate_Full5_negDDA,240926,Poo,RC104,HomFate,64115,240926,64115,HILICPos,64115
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_Con_A_negDDA,240926,Smp,RC104,HomFate,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_Con_B_negDDA,240926,Smp,RC104,HomFate,201147,240926,201147,HILICPos,201147
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_Con_C_negDDA,240926,Smp,RC104,HomFate,31913,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T0_A_negDDA,240926,Smp,RC104,HomFate,78512,240926,78512,HILICPos,78512
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T0_B_negDDA,240926,Smp,RC104,HomFate,248630,240926,248630,HILICPos,248630
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T0_C_negDDA,240926,Smp,RC104,HomFate,48490,240926,48490,HILICPos,48490
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T6_A_negDDA,240926,Smp,RC104,HomFate,478037,240926,478037,HILICPos,478037
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T6_B_negDDA,240926,Smp,RC104,HomFate,98726,240926,98726,HILICPos,98726
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T6_C_negDDA,240926,Smp,RC104,HomFate,92272,240926,92272,HILICPos,92272
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T12_A_negDDA,240926,Smp,RC104,HomFate,72706,240926,72706,HILICPos,72706
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T12_B_negDDA,240926,Smp,RC104,HomFate,39929,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T12_C_negDDA,240926,Smp,RC104,HomFate,357159,240926,357159,HILICPos,357159
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T24_A_negDDA,240926,Smp,RC104,HomFate,183902,240926,183902,HILICPos,183902
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T24_B_negDDA,240926,Smp,RC104,HomFate,219997,240926,219997,HILICPos,219997
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T24_C_negDDA,240926,Smp,RC104,HomFate,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T48_A_negDDA,240926,Smp,RC104,HomFate,170020,240926,170020,HILICPos,170020
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T48_B_negDDA,240926,Smp,RC104,HomFate,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T48_C_negDDA,240926,Smp,RC104,HomFate,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T96_A_negDDA,240926,Smp,RC104,HomFate,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T96_B_negDDA,240926,Smp,RC104,HomFate,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate_T96_C_negDDA,240926,Smp,RC104,HomFate,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate2_T12_L_A_negDDA,240926,Smp,RC104,HomFate2,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate2_T12_L_B_negDDA,240926,Smp,RC104,HomFate2,123235,240926,123235,HILICPos,123235
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate2_T12_L_C_negDDA,240926,Smp,RC104,HomFate2,89319,240926,89319,HILICPos,89319
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate2_T12_UL_A_negDDA,240926,Smp,RC104,HomFate2,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate2_T12_UL_B_negDDA,240926,Smp,RC104,HomFate2,299005,240926,299005,HILICPos,299005
unknown_C6H9NO3_1_neg,Inj_vol,0.46311317345866593,0.46311317345866593,240926_Smp_RC104_HomFate2_T12_UL_C_negDDA,240926,Smp,RC104,HomFate2,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg_13C_15N,Inj_vol,0.23670166556980987,0.23670166556980987,240926_Poo_RC104_HomFate_Full1_negDDA,240926,Poo,RC104,HomFate,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg_13C_15N,Inj_vol,0.23670166556980987,0.23670166556980987,240926_Poo_RC104_HomFate_Full2_negDDA,240926,Poo,RC104,HomFate,135875,240926,135875,HILICPos,135875
unknown_C6H9NO3_1_neg_13C_15N,Inj_vol,0.23670166556980987,0.23670166556980987,240926_Poo_RC104_HomFate_Full3_negDDA,240926,Poo,RC104,HomFate,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg_13C_15N,Inj_vol,0.23670166556980987,0.23670166556980987,240926_Poo_RC104_HomFate_Full4_negDDA,240926,Poo,RC104,HomFate,156938,240926,156938,HILICPos,156938
unknown_C6H9NO3_1_neg_13C_15N,Inj_vol,0.23670166556980987,0.23670166556980987,240926_Poo_RC104_HomFate_Full5_negDDA,240926,Poo,RC104,HomFate,96437,240926,96437,HILICPos,96437
unknown_C6H9NO3_1_neg_13C_15N,Inj_vol,0.23670166556980987,0.23670166556980987,240926_Smp_RC104_HomFate_Con_A_negDDA,240926,Smp,RC104,HomFate,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg_13C_15N,Inj_vol,0.23670166556980987,0.23670166556980987,240926_Smp_RC104_HomFate_Con_B_negDDA,240926,Smp,RC104,HomFate,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg_13C_15N,Inj_vol,0.23670166556980987,0.23670166556980987,240926_Smp_RC104_HomFate_Con_C_negDDA,240926,Smp,RC104,HomFate,NA,240926,NA,HILICPos,NA
unknown_C6H9NO3_1_neg_13C_15N,Inj_vol,0.23670166556980987,0.23670166556980987,240926_Smp_RC104_HomFate_T0_A_negDDA,240926,Smp,RC104,HomFate,NA,240926,NA,HILICPos,NA
