mass_feature,replicate_name,adjusted_area,sample_fraction,z,sample_set,treatment,RT,mz,dat_type,MS2,add_annotation,pseudo_ID,adduct_group_ID,nm_theroetical,row_id
Adenine,211202_Smp_OBi1_2,664260032,Particulate,1,OBi1_set2,Glucose + NH4,4.814390243902439,136.06232,targeted,NA,NA,NA,NA,NA,7
Adenine,211202_Smp_OBi1_3,722788992,Particulate,1,OBi1_set2,Glucose + NH4,4.814390243902439,136.06232,targeted,NA,NA,NA,NA,NA,7
Adenine,211202_Smp_OBi1_4,713691968,Particulate,1,OBi1_set2,Homarine,4.814390243902439,136.06232,targeted,NA,NA,NA,NA,NA,7
Adenine,211202_Smp_OBi1_5,144095008,Particulate,1,OBi1_set2,Homarine,4.814390243902439,136.06232,targeted,NA,NA,NA,NA,NA,7
Adenine,211202_Smp_OBi1_6,772798848,Particulate,1,OBi1_set2,Homarine,4.814390243902439,136.06232,targeted,NA,NA,NA,NA,NA,7
Adenine,211202_Smp_OBi1_7,843665984,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,4.814390243902439,136.06232,targeted,NA,NA,NA,NA,NA,7
Adenine,211202_Smp_OBi1_8,670674304,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,4.814390243902439,136.06232,targeted,NA,NA,NA,NA,NA,7
Adenine,211202_Smp_OBi1_9,249466160,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,4.814390243902439,136.06232,targeted,NA,NA,NA,NA,NA,7
Adenosine diphosphate,211202_Smp_OBi1_1,1264633,Particulate,-1,OBi1_set2,Glucose + NH4,12.52939393939394,426.021596,targeted,NA,NA,NA,NA,NA,9
Adenosine diphosphate,211202_Smp_OBi1_2,3328658,Particulate,-1,OBi1_set2,Glucose + NH4,12.52939393939394,426.021596,targeted,NA,NA,NA,NA,NA,9
Adenosine diphosphate,211202_Smp_OBi1_3,1228335,Particulate,-1,OBi1_set2,Glucose + NH4,12.52939393939394,426.021596,targeted,NA,NA,NA,NA,NA,9
Adenosine diphosphate,211202_Smp_OBi1_4,NA,Particulate,-1,OBi1_set2,Homarine,12.52939393939394,426.021596,targeted,NA,NA,NA,NA,NA,9
Adenosine diphosphate,211202_Smp_OBi1_5,2770472,Particulate,-1,OBi1_set2,Homarine,12.52939393939394,426.021596,targeted,NA,NA,NA,NA,NA,9
Adenosine diphosphate,211202_Smp_OBi1_6,3223078,Particulate,-1,OBi1_set2,Homarine,12.52939393939394,426.021596,targeted,NA,NA,NA,NA,NA,9
Adenosine diphosphate,211202_Smp_OBi1_7,1010396,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,12.52939393939394,426.021596,targeted,NA,NA,NA,NA,NA,9
Adenosine diphosphate,211202_Smp_OBi1_8,2929693,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,12.52939393939394,426.021596,targeted,NA,NA,NA,NA,NA,9
Adenosine diphosphate,211202_Smp_OBi1_9,5066863,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,12.52939393939394,426.021596,targeted,NA,NA,NA,NA,NA,9
Adenosine monophosphate,211202_Smp_OBi1_1,1593471,Particulate,-1,OBi1_set2,Glucose + NH4,10.98764705882353,346.055262,targeted,NA,NA,NA,NA,NA,10
Adenosine monophosphate,211202_Smp_OBi1_2,6425140,Particulate,-1,OBi1_set2,Glucose + NH4,10.98764705882353,346.055262,targeted,NA,NA,NA,NA,NA,10
Adenosine monophosphate,211202_Smp_OBi1_3,2018471,Particulate,-1,OBi1_set2,Glucose + NH4,10.98764705882353,346.055262,targeted,NA,NA,NA,NA,NA,10
Adenosine monophosphate,211202_Smp_OBi1_4,NA,Particulate,-1,OBi1_set2,Homarine,10.98764705882353,346.055262,targeted,NA,NA,NA,NA,NA,10
Adenosine monophosphate,211202_Smp_OBi1_5,5433902,Particulate,-1,OBi1_set2,Homarine,10.98764705882353,346.055262,targeted,NA,NA,NA,NA,NA,10
Adenosine monophosphate,211202_Smp_OBi1_6,7743475,Particulate,-1,OBi1_set2,Homarine,10.98764705882353,346.055262,targeted,NA,NA,NA,NA,NA,10
Adenosine monophosphate,211202_Smp_OBi1_7,1392695,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,10.98764705882353,346.055262,targeted,NA,NA,NA,NA,NA,10
Adenosine monophosphate,211202_Smp_OBi1_8,9480275,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,10.98764705882353,346.055262,targeted,NA,NA,NA,NA,NA,10
Adenosine monophosphate,211202_Smp_OBi1_9,15553344,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,10.98764705882353,346.055262,targeted,NA,NA,NA,NA,NA,10
Adenosine triphosphate,211202_Smp_OBi1_1,100905.6333876767,Particulate,-1,OBi1_set2,Glucose + NH4,13.638571428571428,505.987929,targeted,NA,NA,NA,NA,NA,11
Adenosine triphosphate,211202_Smp_OBi1_2,204788.90725193013,Particulate,-1,OBi1_set2,Glucose + NH4,13.638571428571428,505.987929,targeted,NA,NA,NA,NA,NA,11
Adenosine triphosphate,211202_Smp_OBi1_3,NA,Particulate,-1,OBi1_set2,Glucose + NH4,13.638571428571428,505.987929,targeted,NA,NA,NA,NA,NA,11
Adenosine triphosphate,211202_Smp_OBi1_4,NA,Particulate,-1,OBi1_set2,Homarine,13.638571428571428,505.987929,targeted,NA,NA,NA,NA,NA,11
Adenosine triphosphate,211202_Smp_OBi1_5,146865.10391557802,Particulate,-1,OBi1_set2,Homarine,13.638571428571428,505.987929,targeted,NA,NA,NA,NA,NA,11
Adenosine triphosphate,211202_Smp_OBi1_6,268197.5092137311,Particulate,-1,OBi1_set2,Homarine,13.638571428571428,505.987929,targeted,NA,NA,NA,NA,NA,11
Adenosine triphosphate,211202_Smp_OBi1_7,61438.1908118463,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,13.638571428571428,505.987929,targeted,NA,NA,NA,NA,NA,11
Adenosine triphosphate,211202_Smp_OBi1_8,68543.83365707839,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,13.638571428571428,505.987929,targeted,NA,NA,NA,NA,NA,11
Adenosine triphosphate,211202_Smp_OBi1_9,180211.06411893855,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,13.638571428571428,505.987929,targeted,NA,NA,NA,NA,NA,11
Creatine,211202_Smp_OBi1_1,1557110.385658287,Particulate,1,OBi1_set2,Glucose + NH4,11.293243243243245,132.077302,targeted,NA,NA,NA,NA,NA,14
Creatine,211202_Smp_OBi1_2,358415.5601116157,Particulate,1,OBi1_set2,Glucose + NH4,11.293243243243245,132.077302,targeted,NA,NA,NA,NA,NA,14
Creatine,211202_Smp_OBi1_3,NA,Particulate,1,OBi1_set2,Glucose + NH4,11.293243243243245,132.077302,targeted,NA,NA,NA,NA,NA,14
Creatine,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,11.293243243243245,132.077302,targeted,NA,NA,NA,NA,NA,14
Creatine,211202_Smp_OBi1_5,NA,Particulate,1,OBi1_set2,Homarine,11.293243243243245,132.077302,targeted,NA,NA,NA,NA,NA,14
Creatine,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,11.293243243243245,132.077302,targeted,NA,NA,NA,NA,NA,14
Creatine,211202_Smp_OBi1_7,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.293243243243245,132.077302,targeted,NA,NA,NA,NA,NA,14
Creatine,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.293243243243245,132.077302,targeted,NA,NA,NA,NA,NA,14
Creatine,211202_Smp_OBi1_9,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.293243243243245,132.077302,targeted,NA,NA,NA,NA,NA,14
D-Glucose 6-phosphate,211202_Smp_OBi1_1,26234409.18457359,Particulate,-1,OBi1_set2,Glucose + NH4,13.406842105263156,259.021897,targeted,NA,NA,NA,NA,NA,21
D-Glucose 6-phosphate,211202_Smp_OBi1_2,18586621.338187955,Particulate,-1,OBi1_set2,Glucose + NH4,13.406842105263156,259.021897,targeted,NA,NA,NA,NA,NA,21
D-Glucose 6-phosphate,211202_Smp_OBi1_3,19282914.36345043,Particulate,-1,OBi1_set2,Glucose + NH4,13.406842105263156,259.021897,targeted,NA,NA,NA,NA,NA,21
D-Glucose 6-phosphate,211202_Smp_OBi1_4,6804574.656141963,Particulate,-1,OBi1_set2,Homarine,13.406842105263156,259.021897,targeted,NA,NA,NA,NA,NA,21
D-Glucose 6-phosphate,211202_Smp_OBi1_5,5561496.9954463085,Particulate,-1,OBi1_set2,Homarine,13.406842105263156,259.021897,targeted,NA,NA,NA,NA,NA,21
D-Glucose 6-phosphate,211202_Smp_OBi1_6,3822253.782609552,Particulate,-1,OBi1_set2,Homarine,13.406842105263156,259.021897,targeted,NA,NA,NA,NA,NA,21
D-Glucose 6-phosphate,211202_Smp_OBi1_7,17196039.50084433,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,13.406842105263156,259.021897,targeted,NA,NA,NA,NA,NA,21
D-Glucose 6-phosphate,211202_Smp_OBi1_8,19374725.957627885,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,13.406842105263156,259.021897,targeted,NA,NA,NA,NA,NA,21
D-Glucose 6-phosphate,211202_Smp_OBi1_9,13751561.73744479,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,13.406842105263156,259.021897,targeted,NA,NA,NA,NA,NA,21
Dimethylsulfoniopropionate,211202_Smp_OBi1_1,819221,Particulate,1,OBi1_set2,Glucose + NH4,9.780625,135.047977,targeted,NA,NA,NA,NA,NA,25
Dimethylsulfoniopropionate,211202_Smp_OBi1_2,NA,Particulate,1,OBi1_set2,Glucose + NH4,9.780625,135.047977,targeted,NA,NA,NA,NA,NA,25
Dimethylsulfoniopropionate,211202_Smp_OBi1_3,NA,Particulate,1,OBi1_set2,Glucose + NH4,9.780625,135.047977,targeted,NA,NA,NA,NA,NA,25
Dimethylsulfoniopropionate,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,9.780625,135.047977,targeted,NA,NA,NA,NA,NA,25
Dimethylsulfoniopropionate,211202_Smp_OBi1_5,NA,Particulate,1,OBi1_set2,Homarine,9.780625,135.047977,targeted,NA,NA,NA,NA,NA,25
Dimethylsulfoniopropionate,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,9.780625,135.047977,targeted,NA,NA,NA,NA,NA,25
Dimethylsulfoniopropionate,211202_Smp_OBi1_7,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.780625,135.047977,targeted,NA,NA,NA,NA,NA,25
Dimethylsulfoniopropionate,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.780625,135.047977,targeted,NA,NA,NA,NA,NA,25
Dimethylsulfoniopropionate,211202_Smp_OBi1_9,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.780625,135.047977,targeted,NA,NA,NA,NA,NA,25
Ectoine,211202_Smp_OBi1_1,19705216139.25993,Particulate,1,OBi1_set2,Glucose + NH4,9.47658536585366,143.082053,targeted,NA,NA,NA,NA,NA,26
Ectoine,211202_Smp_OBi1_2,16893708319.33375,Particulate,1,OBi1_set2,Glucose + NH4,9.47658536585366,143.082053,targeted,NA,NA,NA,NA,NA,26
Ectoine,211202_Smp_OBi1_3,18635152059.298805,Particulate,1,OBi1_set2,Glucose + NH4,9.47658536585366,143.082053,targeted,NA,NA,NA,NA,NA,26
Ectoine,211202_Smp_OBi1_4,10094191317.603764,Particulate,1,OBi1_set2,Homarine,9.47658536585366,143.082053,targeted,NA,NA,NA,NA,NA,26
Ectoine,211202_Smp_OBi1_5,10783679878.870792,Particulate,1,OBi1_set2,Homarine,9.47658536585366,143.082053,targeted,NA,NA,NA,NA,NA,26
Ectoine,211202_Smp_OBi1_6,8086966212.710329,Particulate,1,OBi1_set2,Homarine,9.47658536585366,143.082053,targeted,NA,NA,NA,NA,NA,26
Ectoine,211202_Smp_OBi1_7,36084140011.45796,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.47658536585366,143.082053,targeted,NA,NA,NA,NA,NA,26
Ectoine,211202_Smp_OBi1_8,36973712027.65725,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.47658536585366,143.082053,targeted,NA,NA,NA,NA,NA,26
Ectoine,211202_Smp_OBi1_9,29563654436.344425,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,9.47658536585366,143.082053,targeted,NA,NA,NA,NA,NA,26
Glucosamine,211202_Smp_OBi1_1,1191906.7922015914,Particulate,1,OBi1_set2,Glucose + NH4,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,28
Glucosamine,211202_Smp_OBi1_2,1580299.313672308,Particulate,1,OBi1_set2,Glucose + NH4,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,28
Glucosamine,211202_Smp_OBi1_3,1191210.2615188991,Particulate,1,OBi1_set2,Glucose + NH4,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,28
Glucosamine,211202_Smp_OBi1_4,6694857.755460148,Particulate,1,OBi1_set2,Homarine,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,28
Glucosamine,211202_Smp_OBi1_5,5962261.621690639,Particulate,1,OBi1_set2,Homarine,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,28
Glucosamine,211202_Smp_OBi1_6,6095883.078733853,Particulate,1,OBi1_set2,Homarine,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,28
Glucosamine,211202_Smp_OBi1_7,5158484.349345178,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,28
Glucosamine,211202_Smp_OBi1_8,5336972.743974321,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,28
Glucosamine,211202_Smp_OBi1_9,2988565.5618820246,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.47974358974359,180.087199,targeted,NA,NA,NA,NA,NA,28
Glutamylphenylalanine,211202_Smp_OBi1_1,471607.4510294433,Particulate,1,OBi1_set2,Glucose + NH4,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,29
Glutamylphenylalanine,211202_Smp_OBi1_2,501076.5732325953,Particulate,1,OBi1_set2,Glucose + NH4,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,29
Glutamylphenylalanine,211202_Smp_OBi1_3,331763.90061051043,Particulate,1,OBi1_set2,Glucose + NH4,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,29
Glutamylphenylalanine,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,29
Glutamylphenylalanine,211202_Smp_OBi1_5,NA,Particulate,1,OBi1_set2,Homarine,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,29
Glutamylphenylalanine,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,29
Glutamylphenylalanine,211202_Smp_OBi1_7,374185.7044700302,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,29
Glutamylphenylalanine,211202_Smp_OBi1_8,248551.25550912647,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,29
Glutamylphenylalanine,211202_Smp_OBi1_9,146496.2119067519,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,8.658846153846154,295.129398,targeted,NA,NA,NA,NA,NA,29
Glutathione,211202_Smp_OBi1_1,6615193.697380081,Particulate,1,OBi1_set2,Glucose + NH4,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,30
Glutathione,211202_Smp_OBi1_2,1507080.087509904,Particulate,1,OBi1_set2,Glucose + NH4,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,30
Glutathione,211202_Smp_OBi1_3,602409.3433970035,Particulate,1,OBi1_set2,Glucose + NH4,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,30
Glutathione,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,30
Glutathione,211202_Smp_OBi1_5,5621657.7399739055,Particulate,1,OBi1_set2,Homarine,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,30
Glutathione,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,30
Glutathione,211202_Smp_OBi1_7,11597786.388931664,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,30
Glutathione,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,30
Glutathione,211202_Smp_OBi1_9,295962.47236494056,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.47222222222222,308.091634,targeted,NA,NA,NA,NA,NA,30
Glycerophosphocholine,211202_Smp_OBi1_1,NA,Particulate,1,OBi1_set2,Glucose + NH4,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,32
Glycerophosphocholine,211202_Smp_OBi1_2,NA,Particulate,1,OBi1_set2,Glucose + NH4,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,32
Glycerophosphocholine,211202_Smp_OBi1_3,NA,Particulate,1,OBi1_set2,Glucose + NH4,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,32
Glycerophosphocholine,211202_Smp_OBi1_4,NA,Particulate,1,OBi1_set2,Homarine,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,32
Glycerophosphocholine,211202_Smp_OBi1_5,NA,Particulate,1,OBi1_set2,Homarine,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,32
Glycerophosphocholine,211202_Smp_OBi1_6,NA,Particulate,1,OBi1_set2,Homarine,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,32
Glycerophosphocholine,211202_Smp_OBi1_7,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,32
Glycerophosphocholine,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,32
Glycerophosphocholine,211202_Smp_OBi1_9,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.929354838709678,258.110652,targeted,NA,NA,NA,NA,NA,32
Glycerophosphoric acid,211202_Smp_OBi1_1,16283273,Particulate,-1,OBi1_set2,Glucose + NH4,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,33
Glycerophosphoric acid,211202_Smp_OBi1_2,17552712,Particulate,-1,OBi1_set2,Glucose + NH4,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,33
Glycerophosphoric acid,211202_Smp_OBi1_3,26651968,Particulate,-1,OBi1_set2,Glucose + NH4,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,33
Glycerophosphoric acid,211202_Smp_OBi1_4,10253338,Particulate,-1,OBi1_set2,Homarine,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,33
Glycerophosphoric acid,211202_Smp_OBi1_5,4913386,Particulate,-1,OBi1_set2,Homarine,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,33
Glycerophosphoric acid,211202_Smp_OBi1_6,6109368,Particulate,-1,OBi1_set2,Homarine,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,33
Glycerophosphoric acid,211202_Smp_OBi1_7,14164889,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,33
Glycerophosphoric acid,211202_Smp_OBi1_8,15651891,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,33
Glycerophosphoric acid,211202_Smp_OBi1_9,12849753,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.953888888888889,171.005853,targeted,NA,NA,NA,NA,NA,33
Glycine,211202_Smp_OBi1_1,4851746.718189726,Particulate,1,OBi1_set2,Glucose + NH4,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,34
Glycine,211202_Smp_OBi1_2,5997902.796941725,Particulate,1,OBi1_set2,Glucose + NH4,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,34
Glycine,211202_Smp_OBi1_3,4864490.427508793,Particulate,1,OBi1_set2,Glucose + NH4,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,34
Glycine,211202_Smp_OBi1_4,3344907.777035167,Particulate,1,OBi1_set2,Homarine,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,34
Glycine,211202_Smp_OBi1_5,1590128.5600254815,Particulate,1,OBi1_set2,Homarine,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,34
Glycine,211202_Smp_OBi1_6,4007396.561700922,Particulate,1,OBi1_set2,Homarine,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,34
Glycine,211202_Smp_OBi1_7,2941508.507154063,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,34
Glycine,211202_Smp_OBi1_8,3732575.962156018,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,34
Glycine,211202_Smp_OBi1_9,3033598.1750676963,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,11.424615384615384,76.039854,targeted,NA,NA,NA,NA,NA,34
Gonyol,211202_Smp_OBi1_1,340641,Particulate,1,OBi1_set2,Glucose + NH4,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,35
Gonyol,211202_Smp_OBi1_2,246869,Particulate,1,OBi1_set2,Glucose + NH4,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,35
Gonyol,211202_Smp_OBi1_3,297647,Particulate,1,OBi1_set2,Glucose + NH4,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,35
Gonyol,211202_Smp_OBi1_4,124972,Particulate,1,OBi1_set2,Homarine,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,35
Gonyol,211202_Smp_OBi1_5,120774,Particulate,1,OBi1_set2,Homarine,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,35
Gonyol,211202_Smp_OBi1_6,137694,Particulate,1,OBi1_set2,Homarine,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,35
Gonyol,211202_Smp_OBi1_7,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,35
Gonyol,211202_Smp_OBi1_8,NA,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,35
Gonyol,211202_Smp_OBi1_9,51311,Particulate,1,OBi1_set2,Glucose + NH4 + Homarine,10.69441176470588,179.074191,targeted,NA,NA,NA,NA,NA,35
Guanosine monophosphate,211202_Smp_OBi1_1,326031,Particulate,-1,OBi1_set2,Glucose + NH4,13.346,362.050178,targeted,NA,NA,NA,NA,NA,38
Guanosine monophosphate,211202_Smp_OBi1_2,1191745,Particulate,-1,OBi1_set2,Glucose + NH4,13.346,362.050178,targeted,NA,NA,NA,NA,NA,38
Guanosine monophosphate,211202_Smp_OBi1_3,342701,Particulate,-1,OBi1_set2,Glucose + NH4,13.346,362.050178,targeted,NA,NA,NA,NA,NA,38
